start	end	text
0	4200	もしもし おつかれさまー おつかれさまでーす
4200	10140	お願いします お願いしまーす えーこんにちは 外記憶FMです 今日もよろしくお願いしまーす
10140	13560	よろしくお願いしまーす さて
13560	18680	今日は何の話しましょうね いや今日ちょっと私話したいことあるからいい最初
18680	23560	どうぞ ありがとう あのー最近ちまたで
23560	32760	人気のAIツールChatGPTなんですよ はいはい あの秀滝に教えてもらって最初あんまり知らん
32760	41240	なんかうまく使えるイメージを全く持ってなかったんですが最近ちょっと よりツイッターで盛り上がってますよね
41240	49120	盛り上がってますね あれすごいですよね すごい使いやすいという あのAIがすごいということで私も使ってみたんですよ
49120	56560	ちょこちょこと いやこの良い使い方をちょっと秀滝に案を欲しいなと思って
57040	66440	一応ChatGPT簡単に説明すると ありがとう OpenAIっていう会社が作った
66440	74760	チャットボットですね AIのチャットボットで何かそいつにチャット形式で聞くと
74760	80160	まあ何らか答えを返してくれると それの精度がなんかとんでもなく良いっていうことで今
80160	85400	ツイッターをはじめ話題になってるって感じですね ありがとうございます
85400	90680	これアレクサに会ったらすごかったよね そうですねぇ
90680	95160	そういうスキルあるんですかね わからん
95160	98760	なんか 最初の今今
98760	103160	アレクサや でもアレクサぐらいか
103160	110360	まあ ok google でもいいんですが それがこのレベルで回答してきてたらなかなかやばかったよね
110360	115400	そうっすね でもあれって結構嘘つくじゃないですか
115400	118200	あーうん確かに 平気で
118200	124760	そうあれなんかまあそれ今使ってる人たちって多分それが分かってて使ってると思うんですけど
124760	129560	なるほど なんかアレクサに搭載されるといきなり一般の人が使い始めて
129560	136760	うん すごい社会が混乱しそうですよ なるほど嘘を嘘と見抜くか
136760	145040	えっと本当かなっていう目線が持たない人に本当に多いもんね 確かに
145040	152240	ツイッターの嘘動画を見抜けないような話のことよね そうそう平気で本当に平気で嘘つきますからね
152240	156440	まあそれが面白かったりするんですけど 確かに確かに
156440	165000	いやでも面白いよな あのまず仕事の前にちょっと自分で何かいろいろ使ってみたいなと思って
165000	175360	ただ普通に質問しただけなんですけどね使うと言っても 今やってるサウナの事業に対してどういうマーケティング戦略を取ったらいいとか
175360	181760	はいはい サウナを日本で広めるためのスウォット分析してとか
181760	190600	もっと詳しくみたいなことを言ったらちゃんと出してきて なかなか悪くないなぁと思って見てたんですよ
190600	203960	で直近だとあの会社で提出する文章の構成をちょっとしてもらおうと思って これの言い回しをあのビジネス文書として成立するレベルで直してくちょうだいって言ったら
203960	207160	そこそこいい感じに直してくれまして いいですね
207160	215720	はい うわラックって思っちゃったんだよね なんか今そういう使い方が良さそうな感じですよねある程度の入力を入れて
215720	222880	ブラッシュアップするというか ある程度までは自分で作ったものを持っていく
222880	236040	でそれは例行でやらなきゃいけない文書だったので日本語で素案作って ちゃんと gpt で綺麗にしてその綺麗にした英語をえっといつも使っている
236040	246160	えっとやばい日本語が出てこなくなったあのディープエルか ディープエルのトランスレーターに打ち込んで英語にしてもらって
246160	255600	でその英語をディープエルのあの ライターっていう文章をさらに英語の文章をブラッシュアップするやつがあるので
255600	266640	それでやっていけると思ってテストした それってディープエルなしだと厳しいんですか要はチャット gpt に翻訳させるのはあ悪くなかった
266640	275600	やったやったそれも英語で出して英語で出したんだけど若干なんかあの あでも悪くなかったまずはうん
275600	285280	全然悪くなかったんですが僕は何か個人的にディープエルのあのライターの方を 使うと案をいくつも出してくれるんですよね
285280	293640	はい英語から英語に変えるっていうやつがあって その時にこういうあの動詞の使い方どうですかこういう熟語どうですかっていうの
293640	300640	こう3、4個出してくれるんですよ そこから選べるっていうのがちょっと好きでそっち使ったって感じ
300640	308680	いやでもすごいよこれすごい世の中だなって思う AIをちょっと使いこなしてますね いや使いこなせてないってまだまだ
308680	318160	使いこなせてないけど英語ができない僕が英語の世界で戦うためにはもう完璧な タイミングで出てきてくれたと思った
318160	329640	嬉しかったね いいですねいや会社仕事でね確かに使いたいけど 僕の会社だとちょっとウェブサービスを使うっていうところに結構ハードルがあって
329640	337120	えっ ダメなんだっけそうなんですよねログインしてサービスを使うっていうのは結構
337120	346320	グレーで グーグルとかでも いやそこがねかなり微妙なんですよね要はグーグルで検索するとかはさすがにできる
