start	end	text
0	3560	こんにちは 外記憶fmです 今日もよろしくお願いします
3560	4840	よろしくお願いします
4840	5840	よろしくお願いします
5840	6840	お願いします
6840	7840	バージョン2
7840	8840	2回目の
8840	21920	ちょっと前にミスがあって 録音できなかったというところがあったんで 1からやっていきましょう
21920	22920	2回目ですね
22920	26480	2回目ですね 大黒岩に行ったんだっけ
26480	31040	よくわかりましたね そうなんですよ
31040	34040	10分一通り聞いたからね
34040	40880	大黒岩っていうところに行ってきまして 京都の仙島なんですけど 擬音のあたり
40880	49720	擬音からちょっと南に下がったあたり 仙島でして 梅湯とかその辺も近いんですけど結構
49720	54720	いろんな仙島にちょっと行ってみよう と思ってたまたま行ってみたんですけど
54720	60720	多分ねその梅湯とか他が結構人気の ところが多いからそっちにお客さん
60720	66300	取られてるのかわかんないですけど 結構人が少なくて僕としては快適
66300	73040	だったんですけど入口出たところに おっちゃんらが3人ぐらい喋って
73040	79280	たんですけど中入ってみたら半島 にも誰もいなくてちょっと声かけ
79280	82800	たらおじいちゃんが奥から出て きていらっしゃいって感じで入
82800	90360	れたんですけど サウナ自体は結構ね暑くって110
90360	95520	度とか120度ぐらい多分あってその 温度計中に温度計あるんですけど
95520	100920	それはね80から90ぐらい差してて 多分壊れてるんですけど
100920	101920	壊れてるんだ
101920	107560	結構よくあるんですけどね壊れてる まあでも結構まあしっかり人いない
107560	114120	のにいないのにっていうとあれです けど暑くって水風呂もね多分京都
114120	121280	のよくある地下水を使ってるんで 結構多分柔らかめの水風呂でいい
121280	127920	感じでしたね 外記憶のスペースはないんですけど
127920	132280	まあちょっとその辺に腰かけて 外は全くないんだ
132280	137680	外はないっすね 寝用方式で座ると腰かけて
137680	142520	そうそうそうそう でもね人いないから結構贅沢に
142520	149000	場所使ってたんですけど まあ2セットし2セットしても誰も
149000	152880	入ってこず でもうちょっと3セット目これは
152880	157240	ちょっといけるんじゃないかと思 って
157240	158240	サウナの夢だ
158240	164000	サウナの夢ちょっと横になって みたんですよ茶道にね茶道の教え
164000	168760	に従って誰もいないときはちょっと やってみてくださいと
168760	174760	いいね いやあなかなか良かったですね
174760	179920	中で音楽がうっすら流れてるんですけど それを聞きながらまあ時計とかないん
179920	184160	でちょっとそれで時間を測りながら って感じだったんですけど
184160	189480	まあすごいはっきり覚えてるのは ミスチールの抱きしめたいが流れ出して
189480	192680	サウナの選曲よ
192680	196720	それのフルコーラスちょっと全部 聞き終えてから出るっていう感じ
196720	200080	で ずっと横になって聞けたって感じ
200080	207400	そうずっと横になって聞いてました いいねそれは本当にいいね
207400	211360	ちょっとねでもなんだろ人入ってこない かっていうのでそわそわしながら
211360	214440	だったからそんなに まあまあするよねそこは
214440	220160	まあただやってみたかったことをやった ぐらいの感じでしたけどすっごい良かった
220160	224520	かというと まあまあまあまあ良かったかって感じ
224520	228000	ですけど 本当に貸切できててあの気持ちも
228000	231880	そんなそわそわしなかったら最高だった っていうとこあるよね まあそうでしょうね
231880	235920	プライベートサウナみたいなところだったら ね寝れるところも多いですけどね
