start	end	text
0	1420	はい じゃあやりましょうか
1420	3420	はい お願いしまーす
3420	7340	こんにちは 外記憶FMです 今日もよろしくお願いします
7340	8860	よろしくお願いしまーす
8860	10860	お願いします
10860	13360	3月も中旬ですね 早いことで
13360	15360	そうですね
15360	20860	昨日 あの 子供と一緒に 銀座のユニクロに行ったんですよ
20860	22860	うん
22860	29860	ユニクロって今 ウェブでもできるんだけど 自分でオリジナルのTシャツを簡単に作れますね
29860	31860	1500円くらいで
31860	33860	なんか結構前からやってるやつですよね
33860	35860	そうそうそう UTのやつ
35860	41860	でもなんか あることは知ってても 自分でいざやろうなんて思ったことがなかったんだけど
41860	45860	子供が作りたいって言うから横で見てたんだけど
45860	51860	いや 外記憶FMの あのロゴT作りたいなって気持ちにグワってなった
51860	57860	そういうなんか 自分のロゴというか 画像とかも普通に置ける感じなんですか
57860	59860	できました
59860	62860	ちょっと時間なくて そこはやらなかったんだけど
62860	66860	ちなみにそれって 店舗に行ってやるってどういう感じなんですか
66860	71860	あ なんかね そこは銀座店は 目の前にタブレット置いてあって
71860	76860	お店の人と話しながら 子供たちに向かってこういうのができるよとか
76860	81860	こういうふうにスタンプを作れるよみたいなのを教えてくれる場があったんだよ
81860	85860	普通はもう全部オンラインでどうぞっていう形なんだけど
85860	92860	なんかちょうど子供系の企画イベントがいろいろやってたので その流れであった感じかな
92860	96860	いいっすね なんか教えてもらいながらやれると なんかいい気がする
96860	99860	すごい楽だった
99860	106860	娘がサンリオのマイメロディーというキャラクターのスタンプみたいなのを
106860	110860	Tシャツに5個ぐらいつけてて
110860	115860	普通に絶対売ってないだろっていうTシャツが完成して
115860	123860	マイメロが5人いる Tシャツっていうのができて
123860	128860	この年齢だから生まれる商品だなと思うので 嬉しくなっちゃって買った
128860	129860	買ったんですか
129860	131860	買った買った買った もちろん
131860	135860	それって著作権的なところは大丈夫なんですか
135860	138860	もちろんそこちゃんとクリアしてる奴らのみだよ
138860	144860	そういうこと 自分で勝手に適当なドラえもんとかミッキーとか書いちゃダメってことですね
144860	152860	そうそうそうそう 元々ユニクロが提供しているキャラクター一覧みたいなのがもちろんあって
152860	157860	サンリオですよとか いろんなキャラクター確かにいたとか
157860	162860	いろんなアーティストのデザインだったりとか テキストだったりあるんだけど
162860	168860	自分で写真とかをアップロードしたい場合は 著作権確認一回入りますみたいな
168860	169860	なるほど審査があるんですね
169860	174860	そうそうそうそう そういうのを経ているので
174860	179860	娘たちがやろうとしているときは当然そこが許されているもののみで
179860	187860	物によってはなんだっけな どっかのキャラクターは2つ同じものを置いちゃいけないとか
187860	194860	ちょっと忘れたけど例だけどスヌーピーのキャラを2匹ポンポンと置いちゃダメとか
194860	202860	サンリオがめちゃめちゃ緩くて 重複さえしてなければ何にしてもいいみたいな感じだったので
202860	209860	変なTシャツが完成したんだけど そこの確認はありましたね当然
209860	211860	簡単でよかったです
211860	213860	いいですね
213860	219860	さてさて ワクチンコロナの話ですかねこのタイミングだった
219860	224860	先週3回目打ちまして
224860	225860	早い
225860	231860	食液摂取でそう モデルナモデルナモデルナで
231860	233860	私もそうなりそう
233860	235860	まあ食液で打つとそうなるんですかね
235860	239860	なんか混ぜた方が効きがいいとかいう話も聞きますけど
239860	241860	うん言ってるね
241860	243860	いつ打ったの
243860	245860	えーとね先週の土曜日に打って
245860	247860	日曜日ちょっと死んでましたね
247860	249860	あそうなんだ
249860	250860	うん
250860	252860	結構熱出た
252860	254860	2回目ほどじゃなかったんですけど
254860	260860	まあ多分ちょっと熱測ってないですけど38度5分ぐらいは出てたような気がします
260860	262860	結構フラフラっとする
262860	264860	肌感としてはしんどかったんだ
264860	266860	うん
266860	269860	で関節痛とかもあって
269860	271860	1日で治った
271860	275860	うん一応土曜日の昼に打って
275860	277860	その日は特に何もなくて
277860	279860	次の日の朝から発熱して
279860	283860	夜には何とかって感じでした
283860	284860	うん
284860	286860	ちょっとやだな
286860	287860	うん
287860	289860	まあ月曜日会社行ったら
289860	293860	まあ大体まあ食液なんでみんな大体同じタイミングで打ってるんですけど
293860	296860	休んでる人はいないけどみんなだるそうな感じでしたね
296860	297860	そうだよね
297860	298860	うん
298860	300860	休まないんだ
300860	304860	休まないんだ
304860	308860	ねえなかなかちょっとね休みにくいですね
308860	312860	結構外部の何ていうの派遣社員の人とか
312860	317860	外部委託の人とかは結構ガンガンに休むんですよこういう時
317860	320860	ちょっとねなかなか社員だと
320860	322860	同調圧力が
