start	end	text
0	5920	こんにちはがいきおくfmです今日もよろしくお願いします よろしくお願いします
5920	9480	結構久しぶりの 収録になりましたけど
9480	17960	どのぐらいたった 今10月30日ではい前回収録したのが
17960	25280	1ヶ月前ぐらいとかですか結構 結構経ってましたねうん気づいたら
25280	32360	ねこの1ヶ月 結構旅行に行ってまして
32360	37960	なんかね今月本当に 毎週のようにキャンプ行ったり
37960	44920	温泉旅行も2回行ったし 実は今日さっきまで広島にいたんですけど
44920	52800	1ヶ月の間に4つやってんのそんなに すごいね 4つ行きましたね多分毎週出かけてたんじゃないかな
52800	57480	楽しそうしかも広島行ってた そうそうそう
57480	65480	最初はキャンプ2回 今月はあわら温泉って温泉に行って
65480	76960	次の週はね行ってないんだ次の週は奥さんが一人でちょっと旅行に行ってましたけど いいねその次の週は2人で夫婦でキャンプに行き
76960	87000	はいこれはねあの奥琵琶湖っていう琵琶湖の北の方にあるんですけど奥琵琶湖キャンプ場 一泊で一泊ですねうん
87000	93600	その次が南岸白浜これも温泉ですね
93600	99160	でその次の週がこの週で広島 すごい
99160	107360	ちょっと疲れない いやめちゃくちゃ疲れてます今 疲れるよね家に居たくなんない
107360	115960	でも結構その土曜日早めに行って日曜日は比較的早く帰ってくるっていうのを 正解だね
115960	121360	うーん 短く遊ぶ感じねちゃんと そうそうそうそう
121360	129160	土曜日にちょっと凝縮させて日曜日は軽くで帰ってくる 疲れ残さない そうそうそう
129160	135280	ちょっと大人の旅行の仕方みたいになっちゃって 昔だったらねギリギリまで遊んでましたけどね
135280	140200	いやわかるさっさと切り上げちゃうんだよね そうそうそうそう
140200	149440	わかるなぁ日曜日の2時ぐらいになったらなんか切り上げて3時半か4時ぐらいには 家に居たいって思っちゃうもんね そうなんですよね
149440	155440	夕飯飲んでいたみたいなみたいなのを家で思う いやまさに今日も4時ぐらいに家に着いてるんですね
155440	160440	そうだよね すごい楽だよねその後 いやそうなんですよ
161440	170000	でねなんかそのまあ温泉に2回行ったって言ったんですけど それがね結構面白いあのサイコロキップっていう
170000	176320	イベントというかJR西日本でやってたキャンペーンみたいなやつ で行ったんですよ
176320	187400	ちょっとねもう実はもう終わっちゃったキャンペーンなんでここで話してもアレなんですけど ちょうど今月今日で終わりなのかな10月末で終わりのキャンペーンだったんですけど
187400	192840	はい 5000円でサイコロ振ってその出た目のところに
192840	199200	絵の往復の特急券を買えるっていう へーなるほど
199200	208920	JALでやってるなんかマイルでどこかにマイルっていう あれにちょっと近い感じですねあれは3種類の行き先が出てきて
208920	216280	それで ok って言うとその後にその3種類のうちのどれかに確定するみたいな なるほどなるほどいいね
216280	221760	いいねいいねあの空いてる枠あるぐらいだったら安くても売っちゃおうっていう そうそうそうそう
221760	229200	会社側の意図が見えていいね そうなんですよね あれねどこだったかなどこの会社か忘れてたけどどっかの多分コンサルが考えた
229200	233520	仕組みで 特許取ってるんですよ
233520	241760	えーそうなんだ でそれをその会社が今度JAL東日本でも同じことやるんですよ
241760	251120	なるほどね それはねどこかにビューンっていう これはねこれからのキャンペーンですね12月今年の12月ぐらいからスタートするやつで
251120	258880	航空会社とか そういうところがあるんじゃなくてコンサル会社が持ってるってのが面白いね
258880	265840	ねそうそうそうそう だからその会社が絡んでるからJALでもできるしJAL東日本でもできるみたいな
265840	270680	えーコンサル会社がそういうの持ってるって強いね ね
270680	275640	とか言ってちょっとなんか今もしかしたら全然違うあの間違ったこと言ってるかもしれないけどね
275640	281960	わかんないですけどなんかそんなようなのをどっかで見ました うんそうそうだからまあどこかにビューもね面白いんですけど
281960	289480	今回そのJAL西日本サイコロキップってやつで それはね大阪出発で
289480	295360	どこだったかな 僕が行ったのがそのさっき言った温泉宿の阿波羅温泉ってところ
295360	302200	福井これは福井ですね阿波羅温泉 福井駅のちょっと北にある温泉なんですけど
302200	310000	であとはこれも僕が行った南岸白浜 ここもそうだったんだそうなんですよ
310000	316240	なるほどね うん これは和歌山ですね南の方今度は京都から見たら
316240	322840	であとはねうちの奥さんがそのさっき一人で行ったって言ったのが天るべ っていう
322840	328160	これね関西の人も誰一人知らなかったんですけど 初めて聞いた
328160	332840	木の先温泉ってある? 木の先温泉分かる分かる
332840	339520	あの日本海側の兵庫の北の方のやつ あそこからさらに西に行ったところ
339520	345960	鳥取まで行くのかな鳥取まで行かないかもしれないですけど っていうあたりに天るべっていう
345960	353760	これも温泉街なのかなちょっとわかんないですけど そんなとこがあるんだって感じや
353760	358880	ごめんちょっと大前提なんだけどさ それそのキャム
358880	365320	そのどっかに行きますっていうあてが3種類出て その中から1個買うとかじゃないの
365320	372680	いや違うんですよその3種類出てどっかやるっていうのはあのさっき言ってた そのどこかにビューンとかどこかに参る
372680	380320	なんですけどこのサイコロ切符ってやつは 6種類あるうちのサイコロも振りますと
380320	392280	いうかもう買いますって最初にお金払っちゃうんですね 払った後にサイコロを振って出たところに確定です
392280	400880	面白 そうどこかにビューンとかは3回3つの候補が出るのを何回でも確か繰り返せるんですよね
400880	409160	うーんそのイメージはすごくある この3つだったら嫌だったらもう1回とかってやって最終確定させたらそっから選ばれるんですけど
409160	416880	はいこれについては6箇所の中っていうのも確定してるんですけど もう一発勝負ですね
416880	421360	なるほど 面白いなぁ
421360	426880	それを何回かやったってこと? えっとね一人2回までできるんですよ
426880	434480	2回やったマックスまで使いました 結構ね面白かったです本当にまあウェブ上でただアプリ上でサイコロを振るだけなんで
434480	439320	まああれですけど 面白い あとねどこだったかな
439320	444760	天橋建てのあたりか 舞鶴 ここが多分一番近いのかな
444760	453520	京都とか大阪から行くとまあそれでも1万円ぐらいなんで本来は 5,000円で行けるって言うと半額ぐらいで行けるんですけど
453520	459320	あとね結構当たりなのが尾道 ああいいね尾道が
459320	466120	ここは結構遠いから結構当たりですね でもっと当たりが博多
466120	473920	博多もあるんですか 博多もあるんですよ 博多はね確か尾道か博多っていうのがまず1回あるんですよ
473920	486040	6分の1の確率で尾道か博多になりそこの人だけもう1回サイコロ振るんですよ でその場合は確か6面のうち1面だけが博多みたいな
486040	492720	だから36分の1の確率で博多になるっていう なるほどね
492720	498920	えっと金額は結構場所によって違うの大体似た感じになる 5,000円です全部
498920	503520	5,000円なんだそっからじゃあ上がったり下がったり全くないんだ そうそうそうそう
503520	513240	だから舞鶴だったらちょうど半額ぐらいなんですけど博多になったら どれぐらいだろうね2万円ぐらいするんでしょうね往復で2万円じゃ効かないか
513240	517720	3万円ぐらいするかな往復で 5,000円になるって言う
517720	522440	すごいね 面白かった来年もやってほしいなぁと思ってるんですけど
522440	529600	それまたやるとき教えて 関西まで来るお金がかかりますけどね
529600	535960	スタート関西これ あスタートはそうこれ jr 西日本のキャンペーンなんで
535960	542440	あそういうことかなるほどね そうそうそうあの大阪です
542440	549320	そこだって東京から博多で5,000円だったら結構やばいですね やばいね殺到するね
549320	552680	確かに なるほどな
552680	564320	失礼失礼ごめんごめんだいぶなんか前提のやつで時間聞いちゃった申し訳ない そうそれでまあ当たったのがあわら温泉と南岸白浜だったんですよね
564320	569520	いかがでした そうですねあわら温泉を実は1回行ったことがあって
569520	577480	はいあの これもこれもまたね別のキャンペーンの話をしちゃうんですけど
577480	586160	キャンペーン渋滞するよそんなバカやってなみたいな あのまあキャンペーンというかこれはもう毎年やってる定番のやつなんですけど
586160	591800	カニカニエクスプレスってわかります なんか聞いたことある多分関西の人なら聞いたことあるかもしれないですけど
591800	599960	うん jr であのだいたい北の方そのさっきさっき出てきたところばっかりですけど マイズルとかあわらとか福井とか
599960	603520	木の先とかあの辺の 日本海側
603520	609880	のカニが食える 地域ですね松葉ガニとか越前ガニとか
609880	618160	そうそうそこに日帰りで jr の特急で行って 温泉宿でカニを食って
618160	628400	温泉入ってでまた帰ってくるって日帰りのプランがあるんですよ それに結構前に高校の時の友達と行ったことがあって
628400	636120	その時にたまたまあわら温泉に行ってたんですよね 結構それと似たようなところに行ったんですけど
