start	end	text
0	6280	こんにちは、概記録.fmです。今日もよろしくお願いします。 よろしくお願いしまーす。
6280	11400	いや、ちょっとね、間開いちゃいましたけど。 あーそうですね、お久しぶりです。ねー、お久しぶりです。
11400	17920	開いちゃったのはちょっとね、いろいろ、 星川さん、大変なことがありましたね。
17920	24400	いやそうなんですよね、はい。 あのー、アキレス家を断裂してしまい、
24400	31040	バスケット中にアキレス家を断裂し、 入院し、手術し、
31040	38880	仕事しというところで、かなりバタついていましたが、 ようやく一月経って落ち着いてきましたんで、やっていきましょう。
38880	44400	そうですね、はい。まだ歩けないけど。 歩けません。
44400	51160	どこにも行けません。 いやー、アキレス家の断裂ってパワプロでしか聞いたことなかったですけど。
51160	57080	そうだね、アキレス家の断裂パワプロでやったら、 あの、サクセスやめるもんね。
57080	60480	あーそうですね、リセットしますよね。 やめるよね、まず。
60480	66200	そこで、何、4週間とかじゃないじゃん、 2、3ヶ月使うわけじゃん、なんで。
66200	71240	絶対やんないし、もうその後、相当よくなきゃ。
72440	77760	しかも結構アキレス家の断裂とかやるときってさ、 あの、疲労度MAXとかのときだよね。
77760	81440	あー、そうですそうです。 ちゃんと休み取らなかったときとか。
81440	85160	休み取ってました? 取ってた。
86800	91920	全然ダメだね、今年には勝てませんわ。 いや、本当に気をつけてください。
91920	98200	あんな、アキレス腱ってなかなかこう太い腱だから、 なかなか切れないんですけどね。
98200	103840	ね、どう気をつけたらいいかわかんないですけど、 まあ最近、でもちょっと運動するとき、アキレス腱伸ばすようになりました。
103840	109600	あー、ちょっと気になったでしょ。 うん。 注意しようと思った。 思った。
109600	117640	そのために切れてよかったよ。 そうですね、僕のアキレス腱はちょっとだけ守られてます。
118000	124040	娘が、あの、最近キッズデュオに行き始めて。 うん、キッズデュオ。
124040	130960	あー、キッズデュオっていうのは、なんか英語教室みたいな、英語スクール。 幼稚園とかも展開してるようなとこなんだけど、
130960	137320	そこを通って、なんかパパがアキレス腱切れたよみたいな話を先生にしたらしくて。 うん。
137320	144280	アキレス腱って英語でアキレステンドンって言うんだって、 美味しそうだねって言ってきたよ。
144280	147480	いじられてるやんと思って。
148120	152720	娘にめちゃめちゃいじられてるなと思ったよ。 アキレステンドンって言うんだ。
152720	156680	そう、腱ってテンドンって言うらしい、そのアキレス腱の。 そう、そう。
156680	164360	いや、そんなテンドンってこんな発音じゃないと思うんだけど。 はい、なんかすごい家族にもいじられてます。
164360	169400	悲しいです。 だから、どこの旅行にも行けなくなっちゃった。 うん。
169400	176120	しょうがなし。 はい、しょうがないです。でも元気出していきます。 はい、元気出していきましょう。
176600	184760	あの、最近、最近というか、結構ずっと断捨離を徐々にしてるんですけど、
184760	188960	はい。 で、最近写真を捨てたんですよ。
188960	191320	写真を捨てた? そう。
191320	197720	なんか、非常なやつみたいな、非常なやつやん。 いやいやいや、捨てたって言う、
197720	203800	単に捨てたんじゃなくて、スキャンしてから捨てたんですけど。 ああ、よかった、はい。
203800	209200	あのね、なんだっけな、思い出写真館とかだったかな、 ちょっとサービス名忘れましたけど、
209200	215440	どっか送って、スキャンしてくれる業者がいるんで。 うんうんうんうんうん。
215440	220600	そこに送って、スキャンしたデータを送り返してもらって、 で、写真も送り返ってくるんですけど、
220600	225600	写真はもう捨てちゃおうと思って。 うわ、すごいね、それ。 うん。
226600	232080	でね、まあまあそれなりにお金かかるんですけど、 でもそんな量たくさんあったわけじゃないんで、
232080	244360	まあ高校時代とか、その学生時代のなんか集合写真とか、 なんかイベントごと、中学旅行の写るんですの写真とか。 うんうんうんうん。
244360	249720	そういうのがちょっとあったんで、それをちょっとスキャンしてもらって捨てたんですけど。 ああ、とてもいいね、それ。
249720	255600	うん。いや、おすすめですよ。 捨てるの、ちょっとなんか気になるけど。
255600	265120	すごい、そこすごいよね、あなた。なんか全然気にならなかった。 いや、まあちょっとだけ、これいい写真だなみたいのは残しました。
265120	272240	ああ、なるほどなるほど。 ああ、確かに。 さすがにちょっとね、奥さんと行った旅行の写真とか、
272240	278720	なんかね、いきなり捨ててんの見られたら。 いや、非常なやつとしか思われない。
278720	290360	ちょっとやばいなと思って。 あれ、おかしいんじゃねえかとか。 なんでちょっと、これだけいいやつあるから残すけど、他は捨てますよっていうのをちょっとね、ちゃんと聞いて。
290360	299720	うんうんうん。 捨てる話はどうでもいいんですけど、スキャンしてもらったデジタルデータをGoogle Photoに入れたんですよ。
299720	308280	はいはい。 で、Google Photoって最近気づいたんですけど、マップビューっていうのが実装されてて。
308280	315760	うんうん。 たぶん、iOSの写真マップとかは結構昔からあるんですけど、
315760	322280	はい。 Googleマップはね、たぶん2年ぐらい前に実装されたっぽいんですけど、最近気づいて。
322280	328600	あの、マップ、あの、世界地図、地図を出して、そこにどこで撮ったかっていうのが出てくる。
328600	333200	はいはいはい。 あれ、楽しいんですよね。
333200	344240	で、そう、え、知ってます? あ、うん、わかるわかる。見たことあるし、あの、なんだろう、海外のここで撮ったとかが見えるやつだよね。
344240	352240	あ、そうそうそうそう。 うんうん。なんか日本でも結構細かーくなんか見れるから、あれこんなとこ行ったんだみたいなとか、
352240	360880	新幹線で通った時に撮った写真があったりして、全然行ったこともない場所で撮ったみたいな感じになったりとか、そういうのがあった記憶がある。
360880	371040	はい。そう、あれがね、たまたま最近見つけて、だけどスキャンしたデータって、まあ位置情報当然ないんですよね。
371040	374480	うんうんうん。 そんななら時間の情報もないんですよ。
374480	384240	そりゃそうだ。 うん。あ、ただまあ僕が頼んだところは、あの、写真って、印刷した写真って右下に日付が書いてあるパターンがあるじゃないですか。
384240	388080	あーはいはいはい。 昔のやつ。あれは入れてくれてたんですよね。
388080	391760	あーいや、すごいちゃんとしてるサービスだね。 そう、すごいちゃんとしてるんですけど。
391760	395120	うん。 そう、まあそれでも全然ないやつとかいっぱいあったんで。
395120	403120	うん。 で、なんか適当な時間に表示されるの僕すごい嫌なんで、時間は入力してからGoogleマップに入れたんですよ。
403120	406320	えらい。 うん。 ざっくり日付と。
406320	412320	で、ついでにその位置情報も入れたいなと思って。 はいはいはい。
412320	418560	そう、で、最近入れ始めて。 あ、そのときの写真の? そう、位置情報。
418560	422240	高校の。 よく、わかる、それ。
422240	427440	まあ、ざっくりですよ。だから、修学旅行、沖縄に行ったんで、まあ、沖縄とか。 はいはいはいはい。
427440	437280	あの、体育祭の写真とかだったら、まあ、あの、高校の名前で入れると入力できるんで。 うんうんうんうん。
437280	443520	で、なんかすっごい細かいチップスなんですけど。 はい。 Googleフォト上でも入れれるんですよ。
443520	451600	へえ? あの、位置情報。 ただ、Googleフォト上で入れちゃうと、ダウンロードしたときに入ってないんですね。
451600	462080	なるほどね。 うん。 あの、Exif情報って言って、JPEGの中にヘッダ情報みたいのがあって、そこに位置情報とかGPSの座標が入ってるんですけど。
462080	469760	うんうんうん。 どうもね、Googleフォト上で入れた場合には、その画像のExifに保存されるんじゃなくて。
469760	475200	うんうん。 たぶん、Googleフォト上の独自のデータ構造のところに保存されるっぽいんですよね。
475200	480560	反映されないんだ。 そうなんです。 だから、そのうちGoogleフォトから引っ越すとかってなったときに。
480560	485440	うん。 なんかね、今回入れたやつ全部なくなっちゃったら悲惨なんで。
485440	489680	うんうんうん。 そう、だから、すごいね、ちまちまやってるんですけど。
489680	495840	ダウンロードしてきて、位置情報入れて、もう一回アップロードするっていう。
495840	504400	でも、ちょっと楽しそうだな、それ。 いや、そう、楽しいんですよね。昔行った写真とか、昔のデジカメで撮った写真とか、もう全部入れてるんですけど。
504400	510640	位置情報やっぱ入ってないんで。 うん。 あれ、なんかこの国行ったのに、行ってないことになってんなみたいな。
510640	516080	あー、なるほどね。 そう、で、それ気づくと、ちょっとね、こう、入れたくなるんですよね。
516080	519840	あー、たしかに。 なるほどなるほど。
519840	524080	今、Googleフォトの地図見てみたんですよ。 うんうん。
524080	529040	これ、最近しかやったことないから、ほぼ日本とちょっとアジアみたいな感じ。
529040	535760	あー。 全然、旅行したことない人みたいになってる。
535760	542240	いや、僕もね、最近だいぶ大枠は入れたから、かなりいい感じになってますよ。
542240	547760	あー、でもそれ、いいね、とっても。 うん、そう。 うーん、たしかに。
547760	554160	めっちゃ時間かかるけど、おすすめというか、まあ、楽しいからやってるんですけど。 うんうんうんうん。
554160	561280	結構、その、過去のやつでも枚数あったわけでしょ? そうですね、結構ありますよ。
561280	567840	何枚ぐらいあった? えっと、そのスキャンしたデータで行くと、何枚ぐらいかな?
567840	572800	2、300枚とかそういうぐらいかな。 あー、でもそれ、1個1個入れるんでしょ?
572800	579520	あー、でもその、結構まとめて入れられますよ。 はいはいはいはい、こっからここまで沖縄だみたいなね。
579520	583600	あ、そうそうそうそう。 はいはい。 うん、だから、
583600	590560	まあ、どれ、どんなツール使うかによりますけど、僕はMacの、あの、写真アップかな。 うんうんうん。
590560	596480	なんかで入れてますけど。 嫁にやってもらおうかな。
596480	603040	いいな、とてもそれ。うわー、もう全然なんか、どこにも行ったことない人みたいになってる。
603040	606880	でも確かに最近どこも行ってないからな。 まあね、最近はね。
606880	613520	でもiPhone買ってからぐらいのやつはあるんじゃないの? あー、今Google Photo見てた。
613520	620720	あー、でもGoogle PhotoにiPhone買ってからのデータが、あ、ないのか。 うん。
620720	628560	そうかそうか。 あの、普通のさ、えっと、iPhoneにiOSについてる写真のやつもさ、地図のやつって確かできたよね。
628560	635520	できますね。そっちはね、結構昔からあったと思いますね。 あー、あんまり見たことない。
635520	640320	どっから見た?撮影地、これだ。 あー、あったあったあった。
641280	647440	えっ、日本しかねーわ俺。 あー、韓国と上海。
647440	652880	iPhoneのほうも全然だわ。 そうか。
652880	655680	悲しんならん。
655920	660400	全く悲しんならん。 あ、でも写真分散してるんですね。
660400	665920	Google Photoにもあるし、iPhoneのほうにもあるし、みたいな感じで。 あー、そうなの?そうなの?そうなの?
665920	669600	完全に同期ちゃんとしてない。 あー。
669600	679600	それでいくと、僕はもう完全にGoogle Photoだけですね。 あ、ほんと? うん。もちろんローカルにちょっと残ってるやつはダブってありますけど。
679600	686000	うーん、まあね。 うん。 なんか何、それさ、どこに置いておくのが一番最適解なの?これって。
686000	692720	うーん、いやー、難しいですね。Google Photo最近有料化して。 難しいよね。そうそうそうそう。
692720	698160	引っ越しも考えたんですけど、結局やっぱお金払っちゃおうと思って、今有料でやってますけど。
698160	705840	あー。 あれでもGoogleのドライブにお金かけてるけど、それって一緒に使えたりするのかな?
705840	711600	一緒ですよ。 あ、一緒か。じゃあ、いけるんだ私も。 うん。 なるほど。
711600	718160	なんか謎にGoogle Photoのアプリから課金したほうが安いとか、そういう微妙なチップスがありますか?
718160	721840	いや、それさ、買えちゃダメだよ。
721840	729120	でもまあ確かにドライブで金出すときよりもPhotoのほうがハードル高いから、少し安くしないとやんないんだろうな。 っていうことなんですかね。
729120	734560	うん、なんかちょっとわかる気がするけど。 うん。 嫌だな、それ。
734560	738960	だってGoogle Photo、俺ほんとに普段全く使ってなくてさ。 うん。
738960	746480	それだけにあの、昔Mieで一緒に遊んだときとか、違う違う違う、ビュアコナキャンプだ、これだ。
746480	756400	あー、なんかシェアしましたね。 そう、2018年にシェアしてくれたやつで、あ、Google Photoって使うんだって思ったっていうレベル。
756400	761360	そっかそっか。 うん、全然普段使ってなかったです。
761360	767760	いやー、これちょっと今度見せたいな。結構いろいろ言ってるなーっていう気がしますね。
767760	771120	いいね、それ。とってもいい。 うん。
771120	776480	この場所一緒に見れるってのはちょっと面白いよね。 一緒に、一緒に?
776480	782000	一緒にっていうか、その例えば、僕の場合だと、まあ、あの、嫁とかと一緒にさ。 うんうん。
782000	786320	ここ行ったね、あそこ行ったねとか、子供と一緒に見れるとかさ。 あー、そうですね。
786320	789760	うん、ここ行ったことあるんだみたいな。 うん。
789760	797280	あー、それ確かにちょっとやりたいな。 これでもここ、私行ってないけど行ったんだねみたいな、ちょっと危険な。
797280	803440	そういうのはないですか、写真消してるつもり? あー。
803440	807840	いや、でもそれあるわ、それ言っちゃったら。
807840	810400	そりゃあるやろ。 まあね、そりゃあるわな。
810400	815600	そりゃあるわ。でも前の方が人生長いんだから。 うん、そんなんで怒んないよね、もうね。
815600	818800	うん。
818800	825840	いや、確かにな。いや、それ昔の写真掘り出してデータにすることのリスクもそれあるんじゃない?
825840	833120	まあ、でも今回のやつって本当に学生時代ですね。
833120	836080	あー。 うん。
836080	839520	だからやだもん、大学生のときの写真掘り出したりしたら。
839520	843840	あー、でも見ましたよ、結構。うわー、懐かしいと思いながらそう。 あった。
843840	845280	あった? あったあった。
845280	850000	あの、大学のときちょっと問いカメラブームみたいなのあったじゃないですか。
850000	853520	あー、なんかあったかもね。 ね、ちょっとだけ僕もやってて。
853520	858640	なんか問いカメラで撮ったやつって完全にフィルムなんで、何枚かあったんすよ。
858640	861680	うん。 そう、それを見て。
861680	866960	まあ、でもなんかそんな、なんでしょう、あの、恥ずかしいみたいな写真はなかったんですけどね。
866960	869520	うんうんうんうん。
869520	878720	いや、でもそうよ、やだよ。恥ずかしいがありそうな気がするよ、私は。
878720	883520	やめてやめてーっていうのがきっとあると思うので。 うん。
883520	888800	いや、思い出は思い出のままにしまっておきたいな。
888800	892320	なかなかチャレンジングだね。 それは嫁には伝えたの?
892320	898960	うん、伝えた? まあ、ぐ、まだね、でもマップビューは言ってないっすね。
898960	902240	これちょっともうちょっと完成したら自慢しようかなと思って。
902240	904640	自慢しようかな。
904640	908480	だったらなんか嫁のも一緒にやって、今一緒にやってあげるわないか。
908480	916000	それはないし、お互いシェアしてる写真はありますけど、個別の写真は個別に管理するでしょ。
916000	919680	そりゃそうだね、確かに。
919680	925440	えー、なんかでもオンラインに載せとくの、オンラインに載せとくとかクラウドに置いとくのなんかちょっと怖い、怖いなー。
925440	927680	あー。
927680	936400	あ、えっとね、ごめん、iPhoneの画像に置いておくのとクラウドに置いておくのの違いの話ではなく、
936400	946000	写真として昔残しておいたものを、なんかクラウドに入れる怖さをちょっと感じたりしてる。
946000	947040	え、え?
947040	951520	なくなる怖さとかじゃなくて、ちゃんと残っちゃう怖さ。
951520	954240	あー、デジタルタトゥー的な意味があるってことですか。
954240	957600	そうそうそうそう。
957600	964560	そうか、まあそんなにあんま気にしないですね、そのパブリックなとこに置いてるわけではないので。
964560	969360	まあまあまあ、もちろんもちろん。パブリックなとこはもう絶対嫌だけど。
969360	973680	まあもちろんね、そのGoogleがやらかして流出したら。
973680	978880	それはもう多分、私たちなんてもう鼻くそなもんですよ。
978880	981600	もう大打撃受ける人が死ぬほどいるわけなので。
981600	991200	ね、そう、だからまあ最悪別に流出してもそんなに困る写真があるわけではないので、まあ問題ないかな。
991200	995040	いやでもちょっとやってみたいなと思ったわ。
995040	1002880	まず普通の写真をあのデジタル化する、なんかおすすめの場所あったら教えてください。
1002880	1005440	あーその業者とかってことですか。
1005440	1006080	そうです。
1006080	1010880	あーえっとね、まあ僕がちょっと頼んだとこ、後でシェアしましょうか。
1010880	1011760	ありがとうございます。
1011760	1013680	概要欄とかに貼っときます。
1013680	1016720	あ、節目、節目写真館。
1016720	1018880	節目写真館。
1018880	1021840	多分ね、ここ業界採用ってかと思います。
1021840	1030560	いくつか競合が3、4社、まあ本当はもっとあるんでしょうけど、まあ主要な競合が3、4社ぐらいあったと思うんですけど、
1030560	1035040	多分値段的にもここが一番良かった気がしますね。
1035040	1039520	画質はわかんないですけど、まあ見た感じ良さそうでして。
1039520	1043200	あのさっきトイカメラちょっとやってたって言ったじゃないですか。
1043200	1044080	うんうんうん。
1044080	1051600	で、トイカメラのフィルムって、まあいろいろあるんですけど、ブローニーフィルムっていう結構大盤のフィルムがあって、
1051600	1061040	でね、あのフィルム、あの、現像した写真のスキャンもしてくれるし、フィルムからもスキャンしてくれるんですよ。
1061040	1064000	で、フィルムからの方が当然画質良いんですよね。
1064000	1067760	印刷したやつでちょっと色合わせちゃってたりするので。
1067760	1071200	で、ブローニーフィルムも一応送ってみたんですけど、
1071200	1075120	うん。 ブローニーのスキャンはなんか死ぬほど高くて。
1075120	1076960	へー、またちょっと違うんだ。
1076960	1083120	そう、見積もり一回上がってきてみたら、5万とか6万とかって書いてあって、なんじゃそれと思って。
1083120	1090320	中身見たらブローニーフィルムのスキャンがすごいお金、なんか7割ぐらい占めてて。
1090320	1092480	あらそうなんだ。
1092480	1093520	え、それやったの?
1093520	1094640	いや、それはやめました。
1094640	1097040	あー、ですよね。
1097040	1098240	それをちょっとやめちゃうね。
1098240	1099920	うん。
1099920	1108240	まあそれもね、あの、確か現像してたはずなんで、現像してる方からのスキャンだったらそんなに高くはなかったです。
1108240	1110800	うーん、うんうんうん。
1110800	1113520	確かに、それ一回かましとけば大丈夫なんだね。
1113520	1119920	うん。でもね、その写るんですとかちっちゃめのフィルムも送ってて、
1119920	1126000	てか、まあ僕全然知らずにというか、なんかどっか一箇所に箱にまとめてたのを丸っと送ったんですけど、
1126000	1126560	はいはい。
1126560	1133280	そしたら、現像した写真もスキャンしちゃって、かつフィルムからもスキャンして、ちょっと二重になっちゃったんですけど。
1133280	1134880	あー、はいはいはいはい。
1134880	1138640	でもやっぱフィルムからのスキャンの方が画質圧倒的に良かったです。
1138640	1139840	あー、なるほど。
1139840	1141760	うん、色味がまあ全然違いますね。
1141760	1142400	あ、そうなの。
1142400	1142960	うん。
1142960	1145520	あ、そうか。
1145520	1149280	えー、面白いね。なんかいいわ、それ。
1149280	1151840	趣味写真か。ちょっと使ってみよう。
1151840	1153040	うん。
1153040	1155840	結構確かにあんま高くはない。
1155840	1162400	そうっすね。まあでも、1、2万とかは覚悟したい方がいい気がします。
1162400	1166480	まあ量にもちろんよりますけど。
1166480	1169760	はい。あとなんか、何話しますか。
1169760	1171040	あ、痛い痛い痛い痛い痛い。
1171040	1180000	あ、私あれですね、今日話したいなと思ってたのが、一緒にちょっと見てるディスカバリーチャンネルの覆面ビリオネアですね。
1180000	1180960	はい。
1180960	1183040	はい。これ面白くない?
1183040	1191120	いやー、これ先週ね、ほしかわさんに勧められて、1週間で見ましたね。8話ぐらいだったかな。
1191120	1196400	いやいや、1週間で見れないよ、これ。めっちゃ早くないか。
1196400	1199920	でもなんか、1本あたり、たぶん45分ぐらいですよね。
1199920	1201120	45分ぐらい。
1201120	1202720	まあまあまあ。
1202720	1207600	いや、45分8話って結構時間かかると思うけどな。
1207600	1209200	まあ、そのぐらい面白かったってことだよね。
1209200	1210960	いや、そう、めちゃくちゃ面白かったです。
1210960	1215120	なんかさ、終わり方、毎回いい終わり方するからすぐ次気になるよね。
1215120	1216240	そうなんすよね。
1216240	1218160	うん、あれ編集もうまいと思った。
1218160	1219040	うん。
1219040	1220640	さすがディスカバリーチャンネル。
1220640	1222480	ね、お金かかってるよね。
1222480	1231280	うん。一応軽く説明すると、あれですね、えっと、もともとビリオネアで、まあ、不動産でうまくいった方だっけ?
1231280	1233280	えーと、金貸しって言ってた気がします。
1233280	1235440	あー、金貸しか。そうかそうか、失礼失礼。
1235440	1248560	金貸しでうまくいったアメリカの長者の方が、そういった自分のコネだったりとか、素性を全部隠して、どこかアメリカの一つの町からお金を作ると、1万円だっけ最初?
1248560	1254000	そうですね、100ドル持ってっていう感じです。100ドルと、あとピックアップトラックかな。
1254000	1254560	うん。
1254560	1257120	あー、そうか、トラック。そこもまたいいよね。
1257120	1259520	うん、アメリカって感じがしていいですよね。
1259520	1262960	いや、ほんとそうだよね。ちょっと体調悪くなってたもんね。
1262960	1267920	最初ね、あの、お金ないから車で寝るっていうのを何日かやってましたもんね。
1267920	1274240	うん、風邪ひいて、体力削られて、早く家を見つけないといけないみたいな、やってたね。
1274240	1276880	うん。いやー、あれは面白いよ。
1276880	1280880	いやー、あれ面白かったですね。ちょっとあれの話、確かにしましょうか。
1280880	1281920	しましょうしましょう。
1281920	1283920	でも、これあれですね、ネタバレありで。
1283920	1285200	あ、はい、もちろん。
1285200	1286160	やるので。
1286160	1287040	基本ありで。
1287040	1287760	ね。
1287760	1289760	基本ありで、はい。
1289760	1297760	なんか、あの、一番最初、街がどういう理由で選ばれたかはわからないけど、アメリカのなんて街でしたっけ?
1297760	1299040	エリーですね、エリー。
1299040	1300320	よく覚えてるね。
1300320	1302320	でも、だって今週見てるんだもん。
1302320	1308000	俺も1ヶ月以上前だから、それでもちょっと忘れるの早いけど。
1308000	1313200	あの、そこでの最初のお金の作り方、俺めっちゃ勉強になって。
1313200	1319440	ね、やることないでしょうけど、すごいね、すごいなと思いましたね。
1319440	1321280	すごいね。
