start	end	text
660	3840	こんにちは、ガイ記憶FMです。今日もよろしくお願いします。
4220	5020	よろしくお願いします。
5260	5440	はい。
6720	7200	帰ってきました。
7960	8500	おかえりなさい。
8920	9280	ありがとうございます。
10820	27720	先週から約10日間、ちょっと海外行ってまして、最初4日間エストニア、で、その後3日間フィンランド、その後3日間ロンドンというような旅をしてきておりました。
28360	29000	いや、いいですね。
30000	30900	めっちゃ疲れた。
32520	42700	いや、すっごい楽しかったんですけど、子供2人連れて3カ国、飛行機移動5回、なかなかきついなというの。
42800	44880	国をまたぐときは全部飛行機ですか?
45200	46560	そうだね、全部飛行機。
46740	59980	フィンランドとエストニアは本当は船で1時間半から2時間ぐらいで行けるんだけど、我が家が娘と嫁がすごく酔いやすい体質なので、大きい船だからね、大丈夫じゃないかと思ってたんだけど、
60000	64500	ちょっとわざと飛行機を使うという形をしましたね。
64840	65940	まあ念には念をね。
66280	67240	念には念を。
68040	69460	大変だった。すごく大変だった。
71360	80400	まあまあ、でもすごくサウナの勉強になる旅だったので、ちょっと今回の外極FMではそこをちょっとご紹介していきたいなって思いました。
80700	81040	お願いします。
81920	83840	今日僕1個もネタ持ってきてないんで。
83960	84500	OKです。
84620	85280	大丈夫です。
85280	85660	はい。
86060	88360	あの、だいぶこれは、なんでしょう。
90000	95680	まあ、友人からもう紹介されたところをそのままなぞっていったって感じです。正直。
96080	102160	はい。自分で新しく見つけたとかもないし、公共の施設系はそんないけなかったんですよ。
102960	103640	あ、そうなんですね。
103880	106780	そうなんです。あ、公共というか、あの、なんでしょう。野良サウナ的な。
107640	108340	野良サウナ?
108680	110140	野良サウナ、変な言い方。
110560	117760	なんか普通の、なんでしょう。えっと、スパとか、ホテルについてるサウナとか。
118280	118360	うん。
118900	119940	そういうのが結構メイン。
120000	128180	で、やっていて、フィンランドの1個だけロウリュウっていうサウナは、公共施設のような感じでやっていて、そこだけ行けた。
128960	130500	あ、それ結構有名なとこですかね。
130500	131140	あ、そうですそうです。
131140	131540	移動だけ。
132280	137780	そこぐらいで、まあまあ、他はもう基本的にはスパとかホテルとかっていうのをこう、行った感じです。
138140	144400	ホテルとかスパじゃないやつっていうのは、なんなんですか。その、サウナ専用というか、サウナだけみたいなとこですか。
144440	149600	そうです。日本で言う銭湯があるみたいな感じで、そこによってサウナだけポンと置いてあるみたいな。
149640	149920	はいはい。
150000	170940	はい。そういうところやっぱ行ってみたかったんだけど、ちょっと時間の関係上だったり、衛生的な面、あと、あの、水着着用、嫁子供連れる問題などの、いろんな懸念がちょっとあったので、一人でフラフラ行くならすごくアリだったんですけど、ちょっと今回そのあたりはまた次回にさせていただいて、あの、安全できれいなところをとりあえず行くみたいな。
171140	172820	あー、ちょっと難易度高いんですね。
172820	177660	うん。まあまあ、そんなことはないと思うんだけどね。あの、普通に地元民とか行ってると思うし。
177860	178180	うんうん。
178520	179820	うん。ただ、そうだね。
180000	186200	そうですね。ちょっと私たちは一旦、あの、まあ、きれいなところを救った感じの旅にしちゃいました。
186380	191920	なるほど。まあ、だから、白山湯とか、五甲湯みたいなところよりも、こう、ルーマプラザとか。
192040	194000	あ、そうそうそう。結構ちゃんとしてる。
194100	195620	ちゃんとしてる。サウナ施設みたいな。
195740	203380	そうです。施設としてちゃんとしてるところ。まさにまさに。その通りです。でも、本当の良さってさ、白山湯の六畳っていうことだったりとかじゃないですか。
204640	209460	まあ、でも、あそこはあそこでね、もんもん入れた人たちがいるから、難易度は確かに高いですよね。
209520	209980	っていう感じ。
210000	215120	っていう感じもあるじゃない。そう、その差をちょっと、そこまでもう一歩、私は今回の旅で入れなかったので。
215360	215580	うんうん。
215900	219240	うん、ちょっとなんか次回は行きたいなっていうのはすごく思うところだね。
219640	219800	うん。
220140	230860	まあまあ、でもまあ、そこは一旦置いといたとしても、まずあの、エストニアについてですね、えっと、一番最初行ったところが、まずは自分のホテルからスタートしました。
231400	233500	あ、サウナがついてるホテルだったんですね。
233500	239480	そうです。はい。えっと、タリンにある、えっと、レンビトゥホテルっていう四つ星のホテルのところ。
240000	241960	えっと、二日間ほど宿泊しました。
242360	242540	うん。
242860	247520	はい。ちょっと、あの、URLは個別にヒデだけに送ってるので、ぜひちょっと見ていただきたいんですけど。
247620	248400	はい、ちょっと今見てます。
248540	253280	あ、ありがとうございます。まあ、ホテルとしてもめちゃめちゃ綺麗で、え、まあ、もうほんと申し分ない。
253640	258440	4人しっかり、あの、のんびりできるようなホテルですばらしかったんですが、
258440	258640	うん。
258960	269800	サウナが、えっと、1階のところにスパとしてついてまして、サウナがついてるっていうよりは、プールと、まあ、え、ゴリゴリのサウナと、あと、ミストサウナ。
270000	272820	が、並列されているような施設です。
272940	275380	うん。確かにプールの横にちょっとある感じなんですね。
275380	280280	そうなの。そう。サウナ入った後、あの、隣にまあ、水風呂も一応ある。
280740	280900	うん。
281100	286100	だけど、まあ、そこで入ってもいいし、そのままプールでぷかぷか浮いててもいいと。
286400	286640	うん。
287120	295360	いうようなサウナだったんですよね。で、最初いきなり、もう着いたらそこスタートとして、あの、子供たち連れて行ったんですよ。
295620	295780	うん。
295780	299980	で、そしたら、えっと、まあ、ちょっとやっぱ、地元の人たち。
300000	303200	普通は少し高いようなサウナなんですよね。ホテルだったりするので。
303600	309840	なので、結構比較的空いていて、まあ、先に入ってるのも2、3組みたいな感じの状態でしたと。
310280	316760	で、そこ行って、まずちょっと洗礼を受けたのが、あの、ロウリューしまくるんですよ。
317440	317680	ああ。
318580	318860	はい。
318940	320340	こういうとこでもロウリューできるんですね。
320580	325480	あの、ロウリューを自分で手でやるっていうよりは、なんかボタン押せる超オシャレな感じだったのね。
325720	326100	へえ。
326100	329780	ボタン押すとシャー。ボタン押すと、あの、えっと、ボタンを。
329780	338760	押さずに、こう、日本でもさ、サウナ入っていて、こう、一定期間になると上から水が、こう、シャーって、こう、機械的に入る、あの、施設とかって結構あるじゃん。
338840	339280	ありますね。
339340	340840	あれをマニュアルでできちゃう。
340860	341140	はいはい。
341380	347520	ので、入った時にお二人、あの、白人の男性の方いらっしゃったんだけど、もう、ガンガン押すのね。
347580	349120	ブシャー、ブシャー、ブシャー。
350040	350720	おいおいと。
352060	356860	思って、で、少しこう、やっぱ、待ちたくなるじゃん、こっちとしては。
357160	359760	少し待って、こう、じわじわしてるの楽しもう。
359780	380940	と思ったタイミングで、またブシャー、ブシャーって、熱い熱いっていうのがやってて、で、まあ、あの、英語で話しかけてみたら、いや、もう、ガンガンにこれは押すのがいいんだみたいなのを言っていて、あの、お前も押してみろってやると、あ、はいって言って、こう、スパー、スパー、スパーって言って、わーって言って、いう、熱さを楽しむっていうのが一発目のサウナでした。
380940	388260	めちゃめちゃ綺麗で、あの、ストーブもかなり大きくて、うん、普通の施設で、そうだね、あんまり。
389180	389680	あんま、まあ。
389780	400700	まあ、まあ、もちろん、あの、スパメッツァとか、ああいう巨大施設だったら、それはわかるんですけど、ホテルの一角で入っているようなストーブとしては全然大きくて、えー、綺麗なのが一発目にあったって感じですね。
400700	403920	ああ、だから、まあ、何回押しても、まあ、耐えれるんですね。
403920	416200	あ、そうそうそうそう、そうです。一回押して、なんか、もう、ちょっと待たないとダメみたいな感じではなく、うん、うん、なんか、これが、まあ、いいところだったっていうのはもちろんあるんだけど、なんか、ベースとしてあるのはすごいなって思ったね。
416860	417100	うん。
417540	419600	今回、あの、そこのホテルも。
419780	435000	そうなんですけど、やっぱり、生活圏内で皆さんがサウナに入るっていう文化がエストニアやフィンランドにはあるとは、聞いていたし、そう思って言ってたので、そうすると、そういうスパとかホテルのところの施設っていうのは、かなりしっかりしている。
435000	435320	うん。
435600	448780	あの、サウナの数が多かったり、えーと、まあ、なんていうんだろう、うん、普段、家で入っているサウナとはちょっと一味違うものを提供するようなサービス精神がちょっと見られたなと思ってます。
449180	449460	うん。
449780	451620	ここはおすすめです。
452240	459640	これ、あの、今回ね、あの、何個かこう、一個一個話してはいくんだけど、全部、秀滝に全部おすすめだと思って伝えたい。
460000	460240	はい。
460760	465020	ぜひ一度、二度、私も一人で行きたい、エストニアに。
465080	467160	あ、本当ですか。ちょっと、じゃあ一緒に連れてってください。
467160	479640	行こう。うん。本当に行きたい。まだまだ行けてないところ、私多かったので、そう、終わった後、あの、友人から、星川さん、でもここ行ってないからなとか言われるぐらい、悔しい。
479780	495680	みたいなところでしたね。まあ、っていうのがホテルで、まず、ベースとして、あの、泊まっていたホテルだったんですけど、その後、タリンから電車で2時間で、タルトゥという都市があるので、最初そっちにすぐ移動しました。
495960	496080	うん。
496080	507000	で、移動していったのが、えっと、フローティングサウナと呼ばれる、エアビーでやっているサウナなんですけど、そこもぜひちょっとURLを叩いていただきたいなと思うんですが。
507240	509720	あ、これあれですね、前回のエピソードの最後に。
509780	512000	チラッとここ行くよって言ってたやつですね。
512080	532200	そうです。船の上にあって、あの、はい、えっと、まあ、渡ってなんとか船にたどり着くみたいな。で、たどり着いてから、その船の中には、まあ、宿泊施設も、まあ、泊まれなくはないけど、まあ、まあ、着替えができるようなリビングとサウナだけの船があるんですね。
532200	532520	うん。
533280	539700	で、その船で、サウナに入って、しっかり温まったら、目の前の川にダイブすると。
539780	540320	うんうんうん。
540600	543420	いう、フローティングサウナっていうのをやってきました。
544120	547660	もう、季節的にはこの時期すごく良くて、
547920	548040	うん。
548700	566960	うん、二十四五度前後、はい、結構あったかい日々が続き、えー、じめじめ湿度も高くなくて、良い季節、本当になんか、あのー、ハワイとか、まあ、それほど暑くはないけど、結構バカンス的な気分で行けるような、あのー、エストニアだったんですね、この時期が。
567040	567240	うん。
567240	567320	うん。
568320	569760	なので、その船から、
569780	577900	船越しに違う船が見えたりとか、結構、金持ちの人が乗ってそうな、えー、クルージングする船とかが、こう、横を通ったりするんですよね。
578100	578740	うんうん。
578740	578880	うん。
579300	587200	そこのとこの人たちに、あと、遊覧船とかも通ったりしていて、その人たちに手を振りながら、水にダイブして入っていくと、ような感じでした。
587740	590680	ここ自体には、このカヤックみたいな感じなんですか?
590680	598680	あ、えっとね、最初そう聞いてたんだけど、今、ちょっとだけ整備されてて、あのー、えっと、すごい心もとない木の橋が、あのー。
599780	606500	ほんとに、木が2本3本で、こう、なんとか強引に作られたのがあって、そこを、こう、なんとかよいしょよいしょと歩いていくような。
606600	608280	うんうん。あ、でもじゃあ歩いていけるんですね。
608400	609280	そうそうそう、歩いていける。
610220	610420	はい。
610420	610500	はい。
611240	618120	そう、そこに行く道中も、なんか結構大きな公園を通ってから行くんだけど、その公園が、ムーディストビーチで。
618700	618840	うん。
619300	621740	はい。あのー、裸のおじさんたちがたくさんいました。
623300	624280	おっとと思って。
625240	626880	それ、家族で行ってるんですよね?
626980	627780	もちろんです、もちろん。
627900	629760	これ、これ、今回、あのー、あ、一個だけ。
629780	631660	一個だけを除いて、ほ、全部家族と言ってるんで。
632180	634080	そう、え?って娘が言ってた。
635400	636360	え?って言って。
636780	644580	で、そう、あのー、その、えっと、フローティングサウナの船のところで、私たちは、あの、友人の別の家族とも合流してるんですよ。
644740	644800	うん。
645360	656260	はい。あのー、同じ私と同じ福島県出身のお母さんがいる、いて、エストニア人と結婚して、子供が3人いると、いうところだったんで、すごく、今回それの旅で仲良くなったんですけど、
656260	659760	そこの娘さんも、ここ、裸のおじさんいっぱいいるんだよ。
659780	661240	ねーって、日本語で言ってました。
