start	end	text
360	3500	こんにちは、外記憶FMです。今日もよろしくお願いします。
4280	5100	よろしくお願いします。
5580	7900	よろしくお願いします。帰ってきましたね。
8680	10660	いやー、楽しい旅行だったね。
10880	12080	最高でしたね、LA。
13040	14200	最高だったね。
15900	19280	ちょっと、今日はもうその話をのっけからしていきましょうか。
19860	21340	いやー、していきましょう、していきましょう。
21540	21700	ね。
23660	28440	まずは、まあ初日からですかね、順番に時系列に話していきましょうか。
28560	29880	時系列いきましょう、はい。
30000	35860	はい、初日、えー、でもなんかあんまり全部話してもね。
36420	37260	いや、そうなんですよ。
37280	38680	すごいことになっちゃうんで。
39400	39640	はい。
40920	44340	まあ、フルギアというかね、靴まず見に行きましたね、メルローズに。
44360	44640	そうですね。
44960	45120	うん。
45300	48780	ロサンゼルス着いてから、いやいや、あなたのiPhone買ったところじゃないですか。
48820	50620	あ、そっから行きますか、iPhone。
50820	55700	はい、そうですね、もうめちゃめちゃ大事ですよ、今回かなりの、あの、良かったポイントだと思ってるので。
55700	56400	あ、そうですね。
57160	57280	はい。
57620	59020	iPhoneをちょっとね、まず、
59480	59980	しょっぱな、
60000	64920	ついて、ホテルから歩いて10分ぐらいのとこにある、アップルタワーっていうところに行ってね。
65240	65380	はい。
65740	67580	おしゃれなお店、外観でしたね。
67900	68080	ね。
68860	69480	うーん。
70840	74480	そう、なんかちょっと古いというか、なんか伝統ありそうだね。
74760	77680	いや、伝統、歴史のある建物だと思いますよ、これは。
78360	78540	うん。
79660	87080	ここのさ、あの、日本でオンラインで注文して、ロサンゼルスで受け取るってしたの、あれは。
87080	88260	あ、そうです、そうです。
88400	89980	もう、日本にいるとき、前日。
90000	96300	前日ぐらいに、購入手続きはもうしてて、支払いも終えてて、で、ピックアップするっていう。
96980	97360	うーん。
98080	99280	iPhone16 Pro。
101360	108440	この、初日の日出たけのこのスマートフォンを購入したことにより、ずっと良い写真が撮れたね。
109760	110080	そう。
111360	116800	まあね、事前に買っておけっていう話もあるかもしれないけど、ちょっと、まあ、US版が欲しかったっていうのもあってね。
117220	118320	はいはいはいはいはい。
119280	119980	あと、ここに、
120000	122600	ここに行って買うのも見れたのもすごく良かったよ。
122900	125980	だってもう、なんかディズニーランドのお城みたいなとこでしたね。
126060	128280	そうですね。屋根とかもめっちゃ高くて。
129100	131220	いやー、ほんとに、すごかったね、ここは。
132300	136360	ここで早速Tシャツ売ってますかって聞いて、はは、ないよって笑って言われたよ。
