start	end	text
0	5880	こんにちは怪奇翼FMです 今日もよろしくお願いします よろしくお願いしまーす
5880	12400	20回目ですね あそうなんすよね20回目ですね 今すごいなって思った
12400	18760	先日あの 普段会社行くときとかにポッドキャストを聞いたり
18760	24880	ゆでたけが準備してくれたやつを聞いてるんですが 思ったより結構続いてるなって思いました
24880	31800	ね うん 大事ですね継続継続してきましたねはい
31800	37000	何になっているのかわかりませんが続けていきましょう 話うまくなってるのかな
37000	41400	俺なってない なってないね うん 同じく
41400	44480	なってないと思う俺は
44920	50120	あの編集はうまくなりました あーすごい
50120	54760	素晴らしい 早くなったかなうまいというか
54760	62600	とかあと上げるためのなんかこうねサイトの作りだったりいろんな違う知識や 技術がついてるんじゃないですかひでたけは
62600	65560	それはそうかもしれないですね うん
65560	73680	素晴らしい ただ何だろうこれの目的がラジオが上手になるかってよりはおしゃべりを楽しん
73680	79520	で僕らの生活が楽しくなってるんだったら いいんじゃねっていうのは若干あるんですよね
79520	85720	それは確かにそれで言うとなんかちょっとこう なんかトラブル起きた時に
85720	94440	ちょっとこれ話そうかなみたいなとかねそういうのはちょっとありますよね なるほどなるほどそう思ったら気が楽よね
94440	99520	そうですねあの今日もまさにトラブルがあったんですけど なに
99520	107240	なんか ここ最近で2回あったんですけどお店で注文間違えられるっていうことがあって
107240	114560	珍しい そう1回目はね2週間前ぐらいだったかなあの会社の近くであの昼休み
114560	123200	ランチために行ったら あのそこランチ a a と b みたいな2種類から選ぶみたいなところなんですよ
123200	126800	でその逆側が出てきちゃって 二択なのにね
126800	133600	そうそう二択で間違えたかと思って で単にその他の誰かとの取り違いなのかなと思って最初は
133600	138760	まあまあよくあるよねきっとだからありそうそうそうあんま気にせずこれ間違ってますよ みたいな
138760	148840	で言ったらどうもあのそうじゃなくて普通に間違ってて あーすいません作り直しますみたいな感じで正直どっちでも良かったんですよ
148840	157480	どっちでも良かったのにそうなんか作り直させちゃうみたいになっちゃって そういう意図で言ったわけじゃないしそうそうそう
157480	165040	多分これねえどっちでもいいんだけど食べちゃったら誰か困るかなと思う あそうそうそうそううん
165040	174640	っていうのででそれが今日も実はあってほう あのカレーセット頼んだんですけどピラフセットで敷きて全然違う
174640	182440	あのメニューの順番的には隣だったんですけど ああそうそうでこれまたかともってとっちょっとしょうか迷ったんですよね
182440	190640	前回言っちゃって作り直しちゃったから 迷ってる間にあの置いてもう行っちゃったんで僕受け取ったんですけど
190640	197640	ピラフセット そうそうピラフセット受け取ったんですけどどうしようと思って でもなんか早く食べないと冷めちゃうし
197640	205640	と思いつつまあでも一応もう1回ちょっとすいませんって言って呼んで おほほほ言ったよ そう一応でその時にすごいなんか
205640	212640	防衛というか全然これでいいんですけどみたいな 前のがあったから
212640	219640	全然これでかまわない 全然にカレー死ぬほど食いたいわけじゃないし そうそうもうなんならピラフもちょっと今食いたいなぐらいなんですけどみたいな
219640	223640	目の前にこれ出てきちゃったらね うんうんうん
223640	231640	一応でも念のためこれ取り違いじゃないですよねみたいな感じで聞いて ああ違いますって言うからああじゃあ大丈夫ですって
231640	240640	まあその時もねいやあの作り直しますって言われたんですけど ああでもいいですよって言ったんですよそうそう本当はピラフ食べたんでちょっと前回の
240640	248640	学びとして反省を反省反省 反省することないかな
248640	256640	こっちは間違えられてるからね そうね うんなんかそこに悩むことすら結構優しいね
256640	261640	いやもう違うじゃんみたいな 違うんだから直してよではないじゃん今だけは
261640	268640	まあねまあでもそれもあるし正直まあもう早く食べたいっていうのもあるんですけどね まあそうだね確かに確かに
268640	276640	2連続これ1月ぐらいの話さっき そうそうここ2,3週の話ですね へえ2連続お店違うでしょだって
276640	282640	全然違うお店ですね 結構珍しいですよね 本当はピラフセット頼んだんじゃないの
282640	290640	あれ 怖い話聞いてる
290640	299640	いやあのそのお姉さんもあの話してるうちにカレーセットですよねみたいな その時そんな会話したわこの人とみたいな
299640	304640	そうそうそう途中で思い出してそうそう じゃあ言ったねちゃんと
304640	311640	珍しいそんな間違えられることを連続で起きるってそこまであんまなさそうな気するな
311640	317640	いやまあでもそういうのを起きながらあっちょっとこれ今日話すかみたいなとかねなんかそういう
317640	323640	ネタとしてね ねとかネタをちょっと探すみたいな気持ちでいますよね
323640	329640	いいねいいね なんかラジオやってて確かに良かったなって思うのは
329640	335640	なんだろうすごく喋りはやっぱり上手にはなってないけど
335640	342640	ネタとまでは言わなくてもこれ秀滝に話そうみたいなのは増えたなって思う
342640	348640	そこまでなんかいい話じゃなくても そうね
348640	357640	でも私はだいぶ生活がこういうのを継続するってこと今まであんまりしたことがない人生だったので
357640	365640	ちょっとあのサウナにハマって続けていられ続けているっていうかなんか好きでやってるだけなんですけど
365640	372640	それが続いているのはやっぱりいいなって思うなそれに関わるようなことがあるのはいいなって思いますね
372640	378640	だってマイサウナ届きましたから ねぇありがとうございます
378640	385640	相当継続してるじゃないですか継続というか 継続というかねまあ好きになったことだからね
385640	392640	あえて続けてるじゃないからさ 本当に気楽に続けてるのいいね
392640	398640	いやーマイサウナできましたか ついにできましたよいいな
398640	405640	いやー先週そうですねバレルサウナをはい2.2メートルのものを
405640	412640	まあちょっと自分のところとして自分のものとして施工していただいて
412640	418640	隣にゴエモンブロー立てで周りに見えないように竹で隠し
418640	425640	ちゃんと外記憶できるようなインフィニティチェアを置いてっていうのができましたね
425640	432640	いいっすねその2.2メートルのサウナっていうのは何人ぐらい入れる 4人入れます
432640	438640	結構いいですね さっきも俺と友人のけんちゃんと弟の3人で入ってた
438640	445640	うわぁいいなぁ 頭おかしいよねって言われた弟に女の作って
445640	451640	普通に考えたらとか言ってそうかそうかなーって言うねえそうって言ったら隣に
451640	459640	いたけんちゃんが確かに俺はすげー嬉しいけどよく考えたら頭おかしいねって言われた
459640	463640	そうなんすかねー
463640	469640	でもバスケ好きで体育館持つ人いないからねあんまり それは頭おかしいですね
469640	475640	リングはあるかコートはあるとか そうですね自分の庭にリングとか
475640	480640	そういう感じ ちょっとでもかけてるお金が違います
480640	488640	そうだね確かにリングとはちょっと話が違うね いやーでも嬉しいよ本当にちょっとゴールデンウィークひでたけが来てくれて一緒にバーベキューするの楽しみにしてます
488640	494640	いやーぜひ本当楽しみ いろいろ本当に毎回行くごとにいろんなのアップデートしてるのよ
494640	502640	まずはまあサウナの中として浪流するためのアロマオイルとか
502640	511640	とか鍵がどうこうとか細かいところとかね あとはオロポ飲めるための棚どうするとか置く場所どうするとか細かいところ
511640	516640	でも冷蔵庫とかさすがにないんでしょ あります冷蔵庫とレンジあります
516640	524640	おーすごい その部屋の中もまあまあ雑多なねあの荷物置き場みたいな小屋だったんで
524640	531640	そこの中を改装しようと思って今日は壁を作るっていうのを一緒にけんちゃんとやってて
531640	537640	壁をおしゃれにして着替えできるところを作り
537640	541640	普段キャンプに行くときに使うような棚とかを設置したりとかして
541640	546640	ちょっとおしゃれキャンパーが使われますね そうですそうです
546640	551640	ポンチを置く場所を綺麗にしたりとか
551640	556640	なかなか揃ってきましたよ いやー楽しそうそのタイミングが一番楽しそう
556640	561640	そうだね今が一番楽しい 今あともう一個今日雨だったけど雨の中やってたのが
561640	565640	タープを広げて 買ったけどあんま使ってない
565640	570640	ゆうたけと一緒にギフで俺タープ失敗してたじゃん
570640	577640	上手く建てれなかったタープ あーはいはいなんか失敗して諦めたんでしたっけ そう諦めた
577640	582640	あのタープをここに使うんだと思って
582640	586640	そしたらバーベキューとかも全然日陰でできると思うんでですね
586640	591640	それをちょっと今建てる練習をしたり色々やってました なるほど
591640	596640	5月の5日の5日?4日?のタイミングに
596640	601640	あのしっかり還元することができるかなと思います
601640	604640	楽しみです 気軽にいらっしゃってください いいなー
604640	608640	今どれぐらい、いつできたんでしたっけ
608640	613640	えっと成功、今日何日だ4月16だよね
613640	618640	えっと4月の7だね
618640	622640	10日ぐらいか 何回ぐらい行ったんですか
622640	629640	7の日は入れなくて8日入って次の日の9も行って
629640	634640	で4月のその週2回行って
634640	639640	今日なので5回 結構なハイペースで行ってますね
639640	642640	そりゃ行くよ まあそりゃそうっすね
642640	648640	20分とか30分でしたっけ車で あーそうそう30分ぐらいかな
648640	653640	余裕だもん そりゃ余裕ですね 余裕、金かかんないしさ
653640	658640	いやいや実質かかってんだけどね電気代とかとか そうっすね
658640	663640	だって誰にも邪魔されないし
663640	668640	人いねーし外きれいだし
668640	672640	友達とくっちゃべられるサウナってやっぱり
672640	676640	もちろん先週サウナセンターとかイリアの
676640	680640	好きなんでまた行ったりしてるけどそれはそれでやっぱ最高なんだけど
680640	685640	ちょっとまた自分の家にあるサウナって今までのサウナとちょっと
685640	689640	違うわ位置が あーそうなんだ
689640	694640	全然違うなって思った 両方ともまあ行くだろうなって感じ
694640	698640	行く行く絶対行く 全然普段のサウナも行くんだけど
698640	703640	一人のはなんか一つのなんかこう生活のリズムに入れていきたいなって思う
703640	708640	楽しいね
708640	713640	めちゃめちゃ満足してます 今伝わってると思うんですけど そうめちゃめちゃ伝わってます
713640	718640	めちゃめちゃ伝わってると思うけどめちゃめちゃ楽しいです
718640	723640	ぜひいらしてください そうですねなんか
723640	728640	世耕祝いみたいな 世耕祝い言ってるだろ
728640	733640	えっとありがとう 春光祝い 春光祝いはぜひあのポカリかオロナ美人
733640	738640	以外 そんなんでいいんだ いやいやいや十分ですよ
738640	742640	十分ですよロボセット作りたい
742640	747640	明日も行きます 仕事いつしてんすか
747640	751640	仕事終わってから 違う違う違うその小屋で仕事できんね
751640	755640	そういうこと? うん だから明日も
755640	760640	昼に行って入ってパソコン持ってって夕方までずっと仕事するつもりよ
760640	765640	マジか そんでサウナ入って帰ってくると
765640	770640	そう 何それ最高じゃん 最高っしょ昼にサウナ入って
770640	775640	昼にサウナ入る前に最近始めてるのが3から5キロ走ってんすよ
775640	780640	そうなんすね そうなんす あのこれもあれか私のリハビリの
