start	end	text
540	3580	こんにちは、外極FMです。今日もよろしくお願いします。
4200	5040	よろしくお願いします。
6360	12760	あの、行きつけのお店ってあるじゃないですか。なんか行きつけのお店ってあります?
14480	24100	いつも、私会社の近くに飲みに行くんだったらここ。一人で行かないですけどね。誰かと行くならここみたいなのがあります。
24520	27300	あー、もう名前とか覚えられている感じの。
27300	30300	あー、なんとなく、はい。店員さんはなんとなく、はい。
31360	32840	えしゃくちょっとするぐらいの。
33160	36080	あー、でもなんかもういつものとかそういう感じではない?
36580	40960	いやー、俺そのお酒のそういう場所までは作んないので、作れないので。
42140	50560	一人飲みにも行かないし、結局、そうだね、それ複数人で行って、いつも飯がうまいからそこで食って帰るみたいな、そういうレベルかな。
50560	55320	うんうん。僕もいつものって頼むお店はないんですけど、
56020	57280	まあ多分、頼んだら、
57300	59920	出てくるだろうなっていうお店はあるんですけど、
60920	65320	それはもう、あの、お酒とかじゃなくてね、あの、昼ランチ行くところ。
65860	66580	おー。
66580	69140	うん。まあ、よく同じとこに行くんで。
69700	72020	うん。いつもの定食かみたいな。
72040	75760	そうそうそうそう。さすがにでもいつものとは言わないんですけど。
76080	76320	はい。
76680	84920	うん。っていうお店もありつつ、あの、極限まで行ってるところがあって。
85420	86560	極限まで行ってる。
86560	86940	はい。
87300	88940	いつものとか言わないんですよ。
89460	89700	ほう。
89920	93400	セブンなんで、セブンなんですけど、まあこういう時セブン出てこないですけど、普通。
93900	95580	セブンイレブンの話なんですが。
96140	96740	行きつけ?
97400	99020	行きつけって言うの?セブンに。
99380	99540	うん。
99540	113560	毎朝、もう職場の近くのセブンでコーヒーを買ってるんですけど、もう毎朝行きすぎてて、もう同じ時間に行くし、そうすると何が起きるかっていうと、あの、
115420	116620	まず、コーヒーって、
117300	118320	持たないで並ぶじゃないですか。
119300	120460	まあ、アイスコーヒーだったら違うかな。
120840	123520	ホットコーヒーの場合は、もうコップが出てくるじゃないですか、セブンの場合。
124020	126500	だから、何も持たずに並んでレジに。
126880	127020	はい。
128040	132480	で、無言で立ってたら、カップが出てくるんですよ。
135420	137280	その域にセブンでなりましたから。
137280	137420	そう。
138220	147280	で、あの、携帯出して、あの、レジットカードの画面出してると、あの、セブンって今、自分で何してるんですか?
147300	148520	何支払うかって選ぶじゃないですか。
148800	148920	はい。
149420	151280	もう、店員さんが選んでくれるんですよ。
153360	154920	もう、めちゃめちゃバレてんじゃん。
155020	162280	そう。だから、無言ですって並んで、携帯をかざすと、もうそれだけで終わるっていう。
162700	167960	一言も喋らずにコーヒーが出てくるっていう状態になってしまい。
167980	168420	行きつけだね。
168800	169800	行きつけでしょ、これ。
170100	172260	うーん。店員さんいつも一緒なの?
173040	175540	えっとね、男の人と女の人がいて、
176420	176440	うん。
176440	177280	それぞれ、僕の方が、
177280	180480	僕のことを完全に認識してるんで、どっちかは言いますね。
181100	182480	で、どっちも出してくんの?
182880	184640	どっちも出してきてくれます。
184800	187320	じゃあ、もうそれ、店内で噂になってるやん。
188120	190280	でも、そうじゃない人は、あの、知らないんですよ。
190700	191380	うんうんうん。
191580	194680	だから、あの、二人とかいたら、その、知ってる方に行くんですけど。
195000	195700	あ、なるほどね。
195760	195860	うん。
196840	197920	で、顔出したらもう、
198100	198360	そうそう。
198500	198860	すっと、
199300	199500	そう。
199760	200820	カップが出てくるんだ。
200840	201460	そうなんですよ。
201860	202940	ははは。
203940	207260	なんか、もう、サラリーマンだなって感じがする。
207280	207720	そういう感じですよね。
208100	208600	うーん。
209100	212180	昔のサラリーマンも、なんかそんな感じだよね、イメージ。
212340	213140	あ、そうかもしれないです。
213140	213900	タバコとかね。
214220	215220	そうそうそうそうそう。
215720	220480	もう、同じルーティンを、何十年とやってるから、おばちゃんが覚える系のさ。
220780	221140	そう。
221560	222800	あ、すごいね。
222800	225200	いやー、サラリーマンやってますよ。
225580	230800	逆に言うと、その、コンビニの店員もずっとおんねんなっていうのは。
231400	232000	まあね。
233920	235340	そっちは変われよって。
236180	236940	思うけど。
237280	238260	ははははは。
238680	239860	サラリーマンはしゃーない。
240360	243180	で、そういう場合って、おばあちゃんなのよ、いるのは。
243560	244380	あー、そうですね。
244400	245200	タバコとか出す。
245200	245680	タバコやね。
245900	248460	コンビニの店員は変われって思う。
248620	250020	ははははは。
251020	254040	あとでも、セブンだと自分でやれない?
255380	255900	何が?
256480	257420	あ、セルフレジみたいな?
257740	258440	そうそうそう。
259140	260740	あー、それないですね。
260980	261620	あ、ないのか。
261960	262440	そうかそうか。
262480	264080	なんか関西ってあんまりないかも。
264520	265300	あ、そうなんだ。
265300	267460	ファミマはあるかな。
267500	271720	ファミマとローソンはなんか、セルフレジ多いイメージあるけど。
271800	273500	そっか。セブンイレブンいないのか。
273720	275100	セブンないっすね、たぶん。
275180	275920	あ、ほんと?
277300	279620	えー、行きつけができたんですね。
279680	281860	っていう、そうなんです。行きつけができちゃいました。
282420	288740	で、なんか、逆に、なんか、違うもの買うときはそこ行かないようにしてるんですよね。
288860	289840	まあ、そうなるよね。
289920	290440	なんかね。
290860	291940	出てくるしね、勝手に。
291940	293580	そうそう、崩れちゃうし。
294000	295280	あ、今日違うんかみたいな。
295360	296460	思われても嫌だし。
296740	298740	あっち毎回聞くことになるもんね。
298940	299660	いや、そうそうそうそう。
300500	305780	だから、ティッシュとかなんか、なんか違うもの買うときは、違うコンビニに行ってます。
306160	307260	ちょっと不便じゃん。
310600	312000	ちょっと不便じゃない、それ。
312580	317040	うーん、まあ確かにもう完全にコーヒー専用のセブンになってるんですよね。
317480	321700	コン、これコーヒーのためだけのセブン?不便だよ、それ。
322260	324340	おにぎり買えないし、ちょっと。
324340	329360	ちょっと、なんかね、口寂しいときみたいなやつで買ったりとかもできないでしょ。
329780	329980	うん。
330940	332540	昼、朝以降ならいいのかな。
332680	336760	まあ、そう、あの、夜とかに寄るときは大丈夫なんですけど、その人がいないんで。
337820	339200	えー、なるほど。
339620	347440	なんかこう、レコメンドを崩さないように、YouTubeでこれは見ないどことかやるじゃないですか。
347540	348440	ある、わかるわかる。
348520	350020	うん、あれみたいな感じですよね。
352020	353200	不便だよ。
354340	358960	いや、すごいって思ったけど、ちょっと不便さが俺勝つかもしれん、聞いてて。
359640	362140	いや、まあまあ、近くに一応ね、コンビニいくつかあるんで。
362280	362960	ああ、ならいい。
362980	363320	まあまあ。
363820	364920	気にはならないと。
365320	365560	そう。
366240	366700	面白。
367500	371520	コンビニでそのレベルは、なかなか聞かないね。
372320	373840	初めて聞いた、こんな話。
374660	378920	ただ、夏になると、夏だけ僕、アイスコーヒー飲むんですよ。
379380	380200	まあ、そうだろうね。
380260	380840	さすがに。
381240	381400	うん。
381900	384060	その時の切り替えだけはちょっとだけこう。
384340	385340	もたつきます。
385700	385780	うん。
386580	389200	じゃあ、そっか、氷のあれを持って。
389480	390040	そうそうそうそう。
390580	393500	MだかLだかのサイズの持ってコーヒーのとこ行くから。
394280	394440	うん。
394440	394840	確かに。
395180	397800	でもまあ、持ってくから、まあ、わかるんですけどね。
397820	398300	わかるね。
398360	400880	あ、違うな。夏が来たなって思うのね。
401060	401520	多分ね。
402680	403780	風物詩みたいな。
403780	404440	夏が変わったぞみたいな。
406440	408140	だって名前も知らないじゃん、相手は。
408480	409060	知らないですね。
409680	411100	ね。知りようもないから。
411280	411420	うん。
412120	413960	あの方が氷になりました。
414340	417620	ちょっと出すもの変えてこうっつって。
418640	419900	品揃えを変えなきゃとか。
421660	423600	もうちょっと他に感じるとかあるでしょ。
423700	424680	そうだな、そうだな。
426680	427680	いや、すごいね。
429520	431880	なかなか聞かないパターンで面白いわ。
433800	437640	他のもの、本当にじゃあ朝は買わないんだね。
438280	439640	そうですね、朝コーヒーだけ。
440080	440680	だけなんだ。
440900	441040	うん。
442340	443940	あと、コーヒーなんだね。
444340	448220	普通にウーロン茶飲みたいときとか、結構気分変わるのよ、朝。
448640	449520	会社行くときとかも。
450200	451260	もう絶対コーヒー、そこは。
451600	452380	そうですね、コーヒー。
452940	453140	うん。
453440	455180	仮にちょっと気分が違っても、
455880	456300	そこ行くから。
456300	456720	コーヒー。
