start	end	text
400	3320	こんにちは、外極FMです。今日もよろしくお願いします。
3780	5300	よろしくお願いしまーす。
5440	5680	お願いします。
6320	8000	お願いします。いやー、聞いてください。
8340	8640	なんでしょう?
9100	10340	大変なことが起きました。
10660	10820	お。
11320	13820	本当に出来立てホヤホヤ大変なことが起きたので、
14080	14240	はい。
14580	18120	ちょっとこのラジオで話していきたいんですけど、よろしいでしょうか。
18300	18580	ぜひ。
19300	19660	ありがとうございます。
21440	25300	えっと、私あの、8月にパリゴリンを見に行く予定なんですね。
25720	26880	はい、それ言ってましたね。
26880	31280	そうなんですよ。いやもうこれさ、当たり前だけども、
31500	39660	自分の人生においてもすごい圧倒的に記憶に残るし楽しいイベントになるのはもうほぼほぼ確定じゃないですか。
40000	46600	そうですね。なんか結構知り合い、なんかいろんな知り合いがこう集まってくるみたいなイベントになってますよね。
46840	47760	本当にそうです。
48240	54680	高校、前の会社、今の会社友達みたいな。福島の知り合いとか、はい。
54940	56400	それ順々に集まるんですか?
56400	58740	全員が一度に返すわけではないんですよね。
58880	61140	えっと、若干被るときはありますね。
61140	61240	うん。
61740	66120	うん。あと今の会社の、あのヨーロッパで働いてる友達とかもいるので。
67220	73120	ここにもし秀滝が遊びに来てたら、俺はもう走馬灯として多分死ぬんだと思う。
73900	74060	はい。
74720	76720	ちょっとね、ギリギリお盆休み。
77020	78060	あ、だからね、惜しかったね。
78060	80340	ね、行けそうな、行けそうな雰囲気ありましたけどね。
80380	85660	あった、あった。とっても来てほしかったが、そこで秀滝来たら多分俺死ぬので。
86400	92100	あの、無事、えっと、人だけが来れずに生きていけるんじゃないかなと思いました。
92220	92380	はい。
93580	101800	で、その、8月にパリゴリンに行くにあたり、えっと、まあ何種類かね、こうチケットを取ってて。
102040	106540	まあ私バスケ好きなので、バスケのチケットを取ってたんですよ。
106540	111100	で、一つは普通に5対5のバスケのチケットですね。
111980	112960	はい、日本代表。
113200	116160	今日も、えっと、7月、昨日か7月5日。
116400	121520	韓国戦で代表の、今16人でそこから12人に絞るための試合してたりとか。
121720	122220	うんうんうん。
122560	128900	はい、これから日本代表、あの、八村瑠衣が戻ってきてどうなるみたいな、すごくテンションの上がる試合が続いてるんですよ。
128980	129260	うんうん。
130900	137000	もう一個ですね、あの、私3x3のチケットも買ってたんですよ。
138100	141040	はい、3x3ってあの、3対3のバスケですね。
141320	144060	あの、東京オリンピックから正式採用されたやつですね。
144080	146000	ああ、さすがおっしゃる通りです。はい。
147160	154140	で、そのチケットを買ったサイトが、私たちリセールサイトを使ったんですが。
154320	154660	うんうん。
155200	159960	もう完全に本当に私たちあの、公式のリセールサイトだと思っていて。
160240	160440	はい。
161000	166640	はい、買ったのが、実はあの、不正チケットを販売する詐欺サイトでした。
169120	170540	情けないよね。
173400	174280	いやー。
174280	174920	マジすか。
175320	175640	はい。
175840	176380	やってしまった。
176400	190720	やってしまいました。詐欺サイトに、はい、えーと、30万越えを入金してしまいまして、はい。
191200	193480	3x3のチケットって結構高いんですね。
194000	196800	いや、いや、リセールだからさ。
197100	198320	ああ、まあそっかそっか。
198460	204660	そう。で、しかも俺らバカなのが、あの、決勝戦とか準決勝のチケットだったのよ。
204660	205700	ちょっといいやつだ。
206400	209160	そう。だからそりゃあ上がるよねと思って。
209380	209580	うん。
210140	210420	うん。
211360	213680	で、本当にうまくできてて。
213860	214060	うん。
214900	219540	あの、サイトのデザインが本当に有名なチケットの販売サイトに似てて。
219760	219980	うん。
220960	224440	これ騙されるだろって。いやいや、騙された俺が悪いんですけど。
225000	225320	うん。
226320	231780	あの、ちゃんとしたサイトだったので、あの、いろいろこう他のリセールも見てたんですよ。
232340	233420	他にもあったんですね。
233580	235840	ありますあります。5対5のリセールとか。
235840	238740	ああ、同じサイトでいろんなリセールがあったことですね。
238940	251600	そうそうそうそう。で、うまかったのが、あの、リセールの底にも、例えば5対5の方って、あの、アメリカ代表の試合とかってもう日程決まってるんですよ。
252020	252160	うん。
252720	254320	もうそういうところはないんですよ。
255600	256260	うーん。
256560	260520	いい試合のところはあんまりリセールされてないような感じになってて。
261000	264780	ああ、そういうことね。あ、これはないのかとかっていう感じで。
264780	265640	そうそうそうそう。これはないだろ。
265640	267800	ああ、そりゃあ、やっぱないよなって思っちゃうというか。
267820	268320	うんうんうん。
269260	275340	で、あの、逆に弱そうな試合のチケットとかは、他の5対5もあったりして。
275680	276260	へえ。
276860	284360	うーわー。だって俺これ、撮るとき、友人と一緒にサイト見てたんですけど、3x3以外もいろいろ見てたんですよ。
284440	284820	うんうん。
285180	293500	ああ、やっぱここ高いねとか、シートによって金額差もめちゃめちゃ出てて、ああ、やっぱこの試合ってこんな高くするんだとか。
293500	293620	うん。
295640	296960	いやー。
297400	300440	逆に言うと安いのも、ま、あるはあるってことですね。
301060	302200	あるはあった。うん。
303300	310620	で、その中で、えっと、3x3の、なんて決勝戦、ま、3x3しかもやっぱ相対戦で決まってないしさ。
311300	311500	うん。
311860	316680	ま、そんなにあのー、人気度もあんまりないから、リアルだったねー。
317960	320340	ま、決勝もね、まだ買えるぐらいの感じで。
320480	320800	うん。
320800	321000	うん。
321800	325620	なんか、5対5のチケットを決勝買えるって言ったら、なんか嘘だった。
325620	329080	嘘だなって思うけど、3x3なら買えるかって思っちゃった、俺が言って。
329280	329440	うん。
330720	331040	はい。
332020	336220	いや、だって3x3って聞いたとき、ま、そんな高くないかなってちょっと思いましたもん。
336360	339120	30万って聞いた時点で、結構びっくりしましたけどね。
339360	340120	ねー。
340740	341960	手数料含めてさ。
342480	342700	うん。
343100	346600	30万って出て、ま、3人分買ったんで1人10万だよね。
347420	347700	うん。
347820	351720	ま、でもね、1枚10万円のチケットってなかなかですよね。
352200	355600	いや、でもさ、ほらなんか裸に俺らNBAとかのチケットもあるし。
355600	356220	それあるからさ。
356360	356460	うん。
357220	358960	そりゃそうかってちょっと思っちゃったんだよね。
359040	359580	なるほどね。
360280	360560	うん。
362420	365900	で、入金してしまって、今、当然クレジットカード止めて。
366360	366540	うん。
366960	367220	はい。
367580	379120	えっと、あの、ま、まあ保証というかこれやってしまったことなので、もし保証されるなら嬉しいなと思いつつ、これはもう注意喚起の今日は企画ですよ。
379540	379800	うん。
380420	381040	本当に。
381700	383180	相当レアですけどね。
383720	384620	いや、レアですよね。
384800	384980	うん。
385600	386640	馬鹿すぎる。
386780	387340	本当に。
387860	393120	でも普通にリセールのサイトは、あの、通称のパリゴリンのサイトの中で出てきてて。
393300	393460	うん。
393920	394140	うん。
394620	397480	普通にリセールされてるんですけど、全然その辺売ってないっす。
397700	398860	その辺の期間のやつ。
399200	403360	あ、そうなんだ。やっぱり3x3でも結晶はもう買えないんですね。
403380	403920	全然出てない。
404120	404240	うん。
404480	405020	そうなんだ。
405300	406700	そう。前の日も出てない。
407000	407660	うーん。
407860	408380	うーん。
409660	415300	いやー、やってしまったなという、今本当にへこんでる真っ只中で話してしまいました。
416140	416500	はい。
417920	419600	これいつ、いつ発覚した話ですか?
420280	420800	今日です。
420940	421260	あ、今日?
421640	422260	はい、さっき。
422620	422980	おー。
423600	423840	はい。
424700	426200	これどうやって発覚するんですか、ちなみに。
426980	429800	あ、あの、全然チケットが来ないから。
430560	431760	あー、メールとかが。
431940	436500	そうそうそうそう。おかしいなと思って、あの、問い合わせのメールしたんですよ。
436640	436780	うん。
437140	445220	そしたらGoogleのGメールで弾かれて、このアドレスダメですみたいな、このメールアドレス危ういやつですというやつが来て、
445320	445460	え?
445600	446420	と思ってドキッとして。
446560	447620	ドキッとしますね、それね。
447800	456360	なになになになにと思って、そのサイトをクリックしたら、これはフィッシングサイトですみたいな、バッと出て。
457680	459620	あの、登録されてるんだ、ブラウザに。
459820	460100	そう。
460760	470820	わーって思って、急いで他のそのサイトの情報を調べだしたら、はい、あの、Twitterとか。
471540	473340	Twitterでも日本人で呟いてる人いなくて。
473600	473740	うん。
474440	474640	はい。
474640	475180	で、あの。
475600	483280	外国人が、これ、偽のサイトだよ、みんな気をつけてみたいなのが、バッて出てて。
483380	483580	うん。
484240	484480	はい。
486120	486480	そう。
487420	488320	いやー。
488720	496460	ということに気づき、そう、気づき、クレジットカードを止めて、保証の相談をし終わったというところですね。
496780	498580	なるほど。お疲れ様です。
499600	501320	いやー、情けないよー。
503600	503960	はい。
503960	513080	いやー、そうか、まあ、結構ね、組織的にやってる人たちがいるんでしょうね、オリンピックになるとね。
514180	517120	だから、4年に1回の稼ぎ時なんでしょうね。
517380	518200	ほんと、そうですね。
518420	518580	うん。
519440	521400	うーん、私に限らず。
522000	529340	ね、しかも、こう、英語ネイティブじゃない人たちも結構買うわけだから、怪しまれにくいですよね。
529900	530660	うーん。
530660	530920	うん。
531520	533860	まあ、ネイティブだからってわかるかっていうと、まあ、わかん…。
533960	534980	ないかもしれないですけど。
535560	536020	うーん。
536360	536560	うん。
536780	543480	それでも、やっぱ、自国のサイトで騙されるのとは、またちょっとね、レベルが違うというか、難しいですよね。
543860	544420	見抜くのが。
544940	556500	いやー、とはいえ、情けないです。ほんとにこれは、うーん、いや、これ、私も、とはいえ、英語のサイトはただ見てるつもりではあって。
556780	556980	うん。
557740	563020	そこまで疑ってなく、一緒にいた友人も結構英語ネイティブだったんですよ。
563100	563200	うん。
563960	568260	なので、一緒に二人で見てて、疑問を持ちませんでしたね。
568340	568780	うーん。
569980	576700	いやー、ちょっと、うーん、注意喚起ですね。これはほんとに。
579260	580260	うーん。
581560	584880	難しいですね。どうしたらいいですか?次やるとしたら。
585240	588200	これは、どうしたらいいっていうのはどういうこと?
588440	593200	例えば、パリの次のオリンピックでチケット買おうって思って、公式でもう…。
593960	597520	買えないってなったとき、どう気をつけたらいいですか?
600860	607780	いや、リセールのサイトでめちゃめちゃ出来が良いサイトって難しいよね。
608520	610320	うーん、うーん。
611620	615880	しかも、まあ、NBA、僕もNBAのチケット、あの、行けなかったやつですけど。
615900	617000	そうだね、ありましたね。
617480	623680	あの、セカンダリーのサイトで買いましたけど、まあ、NBAとかってもう情報がむっちゃあるから。
623960	625620	そりゃそうだ。ここで買えっていうのがね。
625680	628840	そうそうそう。もう、日本人のね、日本語のブログとかもいっぱいあるぐらいだから。
628860	629820	いや、そうそうそうそう。
630120	636700	いいですけど、この4年に1回の、ていうかもうね、4年に1回っていうか、パリオリンピックはもう何十年に…。
636700	638000	一生に1回しかないからね。
638020	638680	1回しかないから。
638680	652580	まあ、どれサイト正しいのって、いや、相当ちゃんと作ってたら、いや、正直こんなこと言ったらあれですけど、なんか、はい、本物もなんか微妙な作りだからさ。
652840	653220	うふふ。
653220	653300	うふふ。
653300	653320	うふふ。
653320	653360	うふふ。
653360	653420	うふふ。
653420	653440	うふふ。
653440	653460	うふふ。
653460	653480	うふふ。
653480	653500	うふふ。
653500	653520	うふふ。
653520	654440	オフィシャルがね。
654600	654760	うん。
656020	665240	めっちゃ使いやすいかって言うと別にそんなことないし、でも自分がもしさ、まあこれ良くないけど詐欺サイトやるならさ、デザインとか本物に似せるやん。
665420	668140	なんかトンマナとかさ、フォントとかさ。
668480	669160	まあそうでしょうね。
669540	669760	うん。
671220	672520	いや、これ…。
673920	674780	そうだね。
675320	679200	まあだからやっぱ公式サイトからリンク貼られているところ。
679200	679460	うん。
679900	680260	そうですね。
680700	681700	みたいな感じですかね。
681880	682140	はい。
682140	682180	はい。
