start	end	text
0	6760	こんばんはガイ記憶Fです 今日もよろしくお願いします よろしくお願いします
6760	10560	言ってみた 珍しいパターン
10920	18200	ゴールデンウィーク終わりましたね 終わりましたね終わっちゃいました いやー残念だ、あっという間過ぎた
18200	27040	あの今回初めてうちのサウナにひでたけが来てくれたんですよね そうなんですよねいやーありがとうございます最高でした
27040	33080	いやーちょっとねお恥ずかしい面もただありましたが なんかプラブルもありましたね
33080	39480	ありましたねー あの4月にマイサウナ、バレルサウナを購入し
39480	47080	何人かお友達も呼ばせていただいてるんですがゴールデンウィーク まとまったタイミングだったんでひでたけには来てもらって
47080	54560	はい あの結構バレルサウナもまあ一般的には増えては来ていたんですが
54560	63840	風の良さだったりとか何よりプライベートサウナっていうところにこう楽しみを感じていただけるといいなと思ってました
63840	70560	いやーほんとねなんか周りね人いないしなんかそんなに山奥じゃないって聞いてたから
70560	75280	なんだろうまあもうちょっと人が普通にいるような感じなのかなと思ったんですけど はいはい
75280	85200	ねまあ確かに後ろ側には普通に家がありましたけど見える範囲にはね完全にもう畑とかしかない そうだね感じですごい良かったですね
85200	92360	視界的なこう安心感あるよね うんそうですね 見られることもまずないしね
93600	99400	いやーなんかね自由でしたね本当に自由だ感じて良かったなぁ 開放感あるよね
99400	105480	ねー 畑の玉ねぎもね取っちゃっていいし
105880	116600	そうサウナの横に畑私の父がやってる畑があり そこで玉ねぎを収穫しそのまま
116600	125000	焚き火に 焚き火に突っ込んでね 突っ込み甘かったね新玉 いやめちゃくちゃ甘かったですね 甘かったねー
125000	134240	あと あの枝豆も取って食べましたね あーね枝豆…ん?遠藤豆?鞘遠藤か
134240	142200	そうだそうだ なんかそのあたりもちょっと自由な感じがあって良かったね いやーそうですね
142200	151600	ちょっとまた来てほしい1個だけ本当に反省点としては バレルサウナが開かなかったというトラブルね
151600	158600	鍵が開かないっていうね 鍵が開かなくて2時間ぐらいまず最初待つというのが本当に申し訳なかった
158600	164920	ごめんなさい その間僕一人で走りに行くっていうね 金河沿いを
164920	174920	5キロいい汗かくと いやーそういい時間でしたよあれは あれで いやー確かにそういう使い方は確かに良かったかもしれない
174920	182640	結果今あの鍵をやっぱりあのエストニアの会社にフィードバックしまして
182640	189280	ちょこちょこねやっぱあったらしいよね同じような問題が あれってなんかきっかけがあったわけじゃないってことですよね
189280	197560	そう そうであとエストニアに住んでいる方のあの話としても結構この鍵
197560	205880	似た鍵使ってるところあるらしくてサウナに限らずよく詰まるって言ってて ちょっとエストニアやばいっすね
205880	211000	それ嘘だろと思ってね よくなんか力任せにやるみたいな
211000	217560	ことを言っててでちょうどふゆたけが俺のあの開かないとこの動画撮ってくれてたんだよね あー撮ってましたね
217560	220800	そうそれがそのまま生きた あー
220800	229360	こんなにやって開いてねーみたいな だってあれーみたいな そうそうよーしって初めてこう開くところをじゃあ動画に撮ろうとか言って
229360	236720	撮ってたらなんか1分ぐらいやっても開かなくて 親みたいな 1分40秒ダッサイ動画が
236720	245360	残ってまして すごいね星川さんが焦るっていう 焦るめっちゃ焦ったせっかく来てくれて1時間半ぐらいかけて来てくれたのに
245360	252320	ねー 開かないサウナみたいな もうね電源は入れて中は温まってきてるって言うんすよ
252320	260160	あと開けるだけなのに 本当に悔しかった でもまぁちょこちょこ正直あったらしいので本当にフィードバックして今新しい
260160	267440	書き送ってもらってたりとか ちょっとその辺でフォローしようかなと思ってますがまぁそこをねこう
267440	276280	抜きにすれば楽しかったねと いやー楽しかったですね 言えるかなと 言えばよかったねまた前川県も含めて遊んでください
276280	279200	そうですね はい
279200	286160	いいサウナでしたよ いやー本当にいいサウナでした これでねこれそれしかサウナ行けなかったんだよね実は そうなんですね
286160	293960	そうちょっとやっぱり子供を含めてずっとみんな家にいるので あんまりそういった自分の時間が取れなかった感じなんですが
