start	end	text
0	6880	始めますか はい今日もよろしくお願いしますよろしくお願いします
6880	10000	さてさて 最近
10000	17360	どこかいいサウナ行きましたか最近はですね 京都のちょっと南の方にある
17360	26240	水春松井山手っていうところに行ってきたんですけど 初めて聞いた多分で水春ってのが京都とかしがらへんで何個か運営している
26240	31520	スーパー銭湯ですね なんかホテルとかも一緒になっているのかな
31520	36720	なんか何回か行ったことあったんですけど ちょっと久しぶりにもう1回行きまして
36720	43040	なんで行ったかっていうと なんかね最近多分このサウナブームに乗っかって
43040	50640	ホテル併設って言ったんですけど ホテルの部屋を1個なんか多分改造して保湿サウナを作ったんですよ
50640	57960	それが最近始まってたんでちょっと行ってみようと思って 止まらずに行けるんだそこのサウナに
57960	65720	そうですね止まらずに日帰りで2時間 2時間もないか1時間コースと90分コースっていうのがあって
65720	70840	ちょっとお試しで1時間行ってきたんですけど いや良かったですね
70840	75480	いいね保湿サウナ
75480	81840	セルフローリューできるんですよ はいやっぱそこだよねまずは
82520	86800	サウナの広さは えっとね3人ぐらい入れるんじゃないかな
86800	93320	あ結構広め うんまあ2人まで使えるんですけど
93320	99280	うん ちょっと僕は一人で行ってきたんですけど
99280	108280	でまぁ個室サウナその湯船みたいのはないんで水風呂がないんですよね でもね水シャワーがあって
108280	114720	なんていうのレインシャワーって言うんですかねその上から降ってくるんですよね シャワーはいはいはい
114720	119360	ドシーエビスのドシーとかが採用してるやつですね そうなんですね
119360	123400	そうあれ苦手なんだよね あ本当ですか僕あれいいなと思って
123400	131880	あアリだったうん すげー寒くないあっそういうことそのシャワー水シャワー具自体がってことね
131880	139120	そうそうそうあのレインシャワーはいいなって思いましたけど 水シャワー自体は確かに僕も苦手です
139120	142360	ああそうだよね まあでもなんか
142360	152280	結構もうセルフローリューでガンガンに熱くして 水シャワーもなんかね15度ぐらいの結構冷たいやつなんですよ
152280	158840	でもうガンガンに熱くしてもういけるって なってから行くんでまあまあ大丈夫でした
158840	163560	うーん そうだなぁこれ今ちょっとサイト見てます
163560	165680	ああ
166040	172000	ちゃんと整いベッドもある あそうそうちっちゃいながらもちょっとベランダみたいなところでれて
172000	174960	外気よくできるんですよ
174960	181880	うん はいそんな感じでした いやいいね今さ個室サウナで思い出したんだけどあの
181880	191640	ローリューさ ローリューのかける水ってあの水以外おすすめあるっていうちょっと
191640	199200	ちげーな質問なんだけど ちなみにああそうかそれでいくとなんかねあのだいたいなんかアロマみたいに入れるじゃないですか
199200	206360	あれもねちゃんと用意されてて あちゃんとしてるねそれはそう3つぐらい香りを選べました
206360	212120	うーん なんか定番ぽいラベンダーとか使ってみましたけど
212120	214880	うん それぐらいですかね
